anio,prov_cod,prov_desc,tipo_informalidad,valor,geocodigoFundar,geonombreFundar
2023,6,Buenos Aires,Informalidad (definición productiva),0.430287691479472,AR-B,Buenos Aires
2023,6,Buenos Aires,Informalidad (definición legal),0.361203114678189,AR-B,Buenos Aires
2023,10,Catamarca,Informalidad (definición productiva),0.39458766085985,AR-K,Catamarca
2023,10,Catamarca,Informalidad (definición legal),0.453081824600553,AR-K,Catamarca
2023,14,Córdoba,Informalidad (definición productiva),0.482311912800178,AR-X,Córdoba
2023,14,Córdoba,Informalidad (definición legal),0.481840263616644,AR-X,Córdoba
2023,18,Corrientes,Informalidad (definición productiva),0.466772129708322,AR-W,Corrientes
2023,18,Corrientes,Informalidad (definición legal),0.445794714393306,AR-W,Corrientes
2023,22,Chaco,Informalidad (definición productiva),0.587315694933014,AR-H,Chaco
2023,22,Chaco,Informalidad (definición legal),0.526679142675493,AR-H,Chaco
2023,26,Chubut,Informalidad (definición productiva),0.324659110859684,AR-U,Chubut
2023,26,Chubut,Informalidad (definición legal),0.230059169277076,AR-U,Chubut
2023,30,Entre Ríos,Informalidad (definición productiva),0.473313418167779,AR-E,Entre Ríos
2023,30,Entre Ríos,Informalidad (definición legal),0.398243587387435,AR-E,Entre Ríos
2023,34,Formosa,Informalidad (definición productiva),0.525299280800319,AR-P,Formosa
2023,34,Formosa,Informalidad (definición legal),0.512845617607895,AR-P,Formosa
2023,38,Jujuy,Informalidad (definición productiva),0.434570269916714,AR-Y,Jujuy
2023,38,Jujuy,Informalidad (definición legal),0.459047805077691,AR-Y,Jujuy
2023,42,La Pampa,Informalidad (definición productiva),0.487838049903227,AR-L,La Pampa
2023,42,La Pampa,Informalidad (definición legal),0.3734265449624,AR-L,La Pampa
2023,46,La Rioja,Informalidad (definición productiva),0.335694266546612,AR-F,La Rioja
2023,46,La Rioja,Informalidad (definición legal),0.390325158919274,AR-F,La Rioja
2023,50,Mendoza,Informalidad (definición productiva),0.401803060178477,AR-M,Mendoza
2023,50,Mendoza,Informalidad (definición legal),0.390703373353836,AR-M,Mendoza
2023,54,Misiones,Informalidad (definición productiva),0.435289549742454,AR-N,Misiones
2023,54,Misiones,Informalidad (definición legal),0.462861742519524,AR-N,Misiones
2023,58,Neuquén,Informalidad (definición productiva),0.354539817591008,AR-Q,Neuquén
2023,58,Neuquén,Informalidad (definición legal),0.21548074507071,AR-Q,Neuquén
2023,62,Río Negro,Informalidad (definición productiva),0.405476861660217,AR-R,Río Negro
2023,62,Río Negro,Informalidad (definición legal),0.263989393283306,AR-R,Río Negro
2023,66,Salta,Informalidad (definición productiva),0.466196258916641,AR-A,Salta
2023,66,Salta,Informalidad (definición legal),0.527965801601394,AR-A,Salta
2023,70,San Juan,Informalidad (definición productiva),0.420054738425539,AR-J,San Juan
2023,70,San Juan,Informalidad (definición legal),0.456038366516495,AR-J,San Juan
2023,74,San Luis,Informalidad (definición productiva),0.425241234355594,AR-D,San Luis
2023,74,San Luis,Informalidad (definición legal),0.42947871427988,AR-D,San Luis
2023,78,Santa Cruz,Informalidad (definición productiva),0.232308180278521,AR-Z,Santa Cruz
2023,78,Santa Cruz,Informalidad (definición legal),0.237992467823887,AR-Z,Santa Cruz
2023,82,Santa Fe,Informalidad (definición productiva),0.416018137270412,AR-S,Santa Fe
2023,82,Santa Fe,Informalidad (definición legal),0.359972301037362,AR-S,Santa Fe
2023,86,Santiago del Estero,Informalidad (definición productiva),0.475313681817885,AR-G,Santiago del Estero
2023,86,Santiago del Estero,Informalidad (definición legal),0.51779206808801,AR-G,Santiago del Estero
2023,90,Tucumán,Informalidad (definición productiva),0.454336520121785,AR-T,Tucumán
2023,90,Tucumán,Informalidad (definición legal),0.516193051899601,AR-T,Tucumán
2023,94,Tierra del Fuego,Informalidad (definición productiva),0.238026124818578,AR-V,Tierra del Fuego
2023,94,Tierra del Fuego,Informalidad (definición legal),0.0888547358834244,AR-V,Tierra del Fuego
2016,-9,Total país,Informalidad (definición productiva),0.436330835932519,,
2016,-9,Total país,Informalidad (definición legal),0.356502685684638,,
2017,-9,Total país,Informalidad (definición productiva),0.425590114796935,,
2017,-9,Total país,Informalidad (definición legal),0.361411109355845,,
2018,-9,Total país,Informalidad (definición productiva),0.439674942898138,,
2018,-9,Total país,Informalidad (definición legal),0.362443439211903,,
2019,-9,Total país,Informalidad (definición productiva),0.433815410446416,,
2019,-9,Total país,Informalidad (definición legal),0.370400748177929,,
2020,-9,Total país,Informalidad (definición productiva),0.434983471006604,,
2020,-9,Total país,Informalidad (definición legal),0.317130004751876,,
2021,-9,Total país,Informalidad (definición productiva),0.431245348507678,,
2021,-9,Total país,Informalidad (definición legal),0.363122138464083,,
2022,-9,Total país,Informalidad (definición productiva),0.438753027346924,,
2022,-9,Total país,Informalidad (definición legal),0.393190918340935,,
2023,-9,Total país,Informalidad (definición productiva),0.42077382427686,,
2023,-9,Total país,Informalidad (definición legal),0.379958798498073,,
