geocodigoFundar,geonombreFundar,anio,valor_en_porcentaje
NZL,Nueva Zelanda,1998,38.80477
NZL,Nueva Zelanda,1999,35.58187
NZL,Nueva Zelanda,2000,36.38399
NZL,Nueva Zelanda,2001,32.670124
NZL,Nueva Zelanda,2002,35.151485
NZL,Nueva Zelanda,2003,34.32088
NZL,Nueva Zelanda,2004,38.005898
NZL,Nueva Zelanda,2005,34.67214
NZL,Nueva Zelanda,2006,34.872375
NZL,Nueva Zelanda,2007,35.475273
NZL,Nueva Zelanda,2008,34.49207
NZL,Nueva Zelanda,2009,37.96705
NZL,Nueva Zelanda,2010,38.80251
NZL,Nueva Zelanda,2011,39.607246
NZL,Nueva Zelanda,2012,36.96346
NZL,Nueva Zelanda,2013,36.980663
NZL,Nueva Zelanda,2014,37.562542
NZL,Nueva Zelanda,2015,38.143597
NZL,Nueva Zelanda,2016,38.860992
NZL,Nueva Zelanda,2017,37.031902
NZL,Nueva Zelanda,2018,38.040825
NZL,Nueva Zelanda,2019,36.802734
NZL,Nueva Zelanda,2020,39.0924
NZL,Nueva Zelanda,2021,40.126682
NZL,Nueva Zelanda,2022,43.18354
NZL,Nueva Zelanda,2023,42.266953
MYS,Malasia,1965,
MYS,Malasia,1966,
MYS,Malasia,1967,
MYS,Malasia,1968,
MYS,Malasia,1969,
MYS,Malasia,1970,8.029954
MYS,Malasia,1971,6.2558084
MYS,Malasia,1972,6.1961737
MYS,Malasia,1973,5.646239
MYS,Malasia,1974,5.05663
MYS,Malasia,1975,4.8979263
MYS,Malasia,1976,4.1376095
MYS,Malasia,1977,2.8693047
MYS,Malasia,1978,2.5391793
MYS,Malasia,1979,2.6952229
MYS,Malasia,1980,3.2901187
MYS,Malasia,1981,3.5273147
MYS,Malasia,1982,3.1702034
MYS,Malasia,1983,3.213416
MYS,Malasia,1984,5.8833213
MYS,Malasia,1985,6.482968
MYS,Malasia,1986,6.458532
MYS,Malasia,1987,7.5484753
MYS,Malasia,1988,8.279656
MYS,Malasia,1989,6.8369017
MYS,Malasia,1990,4.9409094
MYS,Malasia,1991,4.358415
MYS,Malasia,1992,3.7214782
MYS,Malasia,1993,4.18968
MYS,Malasia,1994,5.2703333
MYS,Malasia,1995,4.6203046
MYS,Malasia,1996,3.450362
MYS,Malasia,1997,2.393924
MYS,Malasia,1998,2.660114
MYS,Malasia,1999,4.2179785
MYS,Malasia,2000,3.6815305
MYS,Malasia,2001,3.1404243
MYS,Malasia,2002,2.5936084
MYS,Malasia,2003,2.2531736
MYS,Malasia,2004,2.3196447
MYS,Malasia,2005,2.2862406
MYS,Malasia,2006,2.3766863
MYS,Malasia,2007,2.1808863
MYS,Malasia,2008,2.6779194
MYS,Malasia,2009,2.6289935
MYS,Malasia,2010,2.3300166
MYS,Malasia,2011,2.8877702
MYS,Malasia,2012,3.0349357
MYS,Malasia,2013,3.5195735
MYS,Malasia,2014,3.8796122
MYS,Malasia,2015,4.0509195
MYS,Malasia,2016,5.2360177
MYS,Malasia,2017,6.6614723
MYS,Malasia,2018,6.67183
MYS,Malasia,2019,6.7743883
MYS,Malasia,2020,7.542022
MYS,Malasia,2021,7.909985
MYS,Malasia,2022,7.8370423
MYS,Malasia,2023,7.88792
BGD,Bangladesh,1965,
BGD,Bangladesh,1966,
BGD,Bangladesh,1967,
BGD,Bangladesh,1968,
BGD,Bangladesh,1969,
BGD,Bangladesh,1970,
BGD,Bangladesh,1971,3.859758
BGD,Bangladesh,1972,3.406534
BGD,Bangladesh,1973,5.024387
BGD,Bangladesh,1974,3.4634595
BGD,Bangladesh,1975,6.043976
BGD,Bangladesh,1976,5.868124
BGD,Bangladesh,1977,5.079776
BGD,Bangladesh,1978,5.5367117
BGD,Bangladesh,1979,5.825672
BGD,Bangladesh,1980,4.96088
BGD,Bangladesh,1981,5.0166492
BGD,Bangladesh,1982,3.8052511
BGD,Bangladesh,1983,4.870658
BGD,Bangladesh,1984,6.1055837
BGD,Bangladesh,1985,4.526682
BGD,Bangladesh,1986,2.5327973
BGD,Bangladesh,1987,2.6365013
BGD,Bangladesh,1988,3.0908637
BGD,Bangladesh,1989,3.907864
BGD,Bangladesh,1990,3.5392714
BGD,Bangladesh,1991,3.4776092
BGD,Bangladesh,1992,3.0288854
BGD,Bangladesh,1993,2.104329
BGD,Bangladesh,1994,2.7616804
BGD,Bangladesh,1995,1.0269947
BGD,Bangladesh,1996,1.9475645
BGD,Bangladesh,1997,1.8034276
BGD,Bangladesh,1998,2.0371237
BGD,Bangladesh,1999,1.9397291
BGD,Bangladesh,2000,1.6270941
BGD,Bangladesh,2001,1.8750293
BGD,Bangladesh,2002,1.4013306
BGD,Bangladesh,2003,1.3186479
BGD,Bangladesh,2004,1.2339083
BGD,Bangladesh,2005,1.1331257
BGD,Bangladesh,2006,1.0455985
BGD,Bangladesh,2007,1.0152338
BGD,Bangladesh,2008,1.2211707
BGD,Bangladesh,2009,0.50959486
BGD,Bangladesh,2010,0.86148775
BGD,Bangladesh,2011,1.0177838
BGD,Bangladesh,2012,0.8733193
BGD,Bangladesh,2013,0.826586
BGD,Bangladesh,2014,0.6849754
BGD,Bangladesh,2015,0.82069933
BGD,Bangladesh,2016,0.7713848
BGD,Bangladesh,2017,0.879046
BGD,Bangladesh,2018,0.7318307
BGD,Bangladesh,2019,0.6592997
BGD,Bangladesh,2020,0.6715829
BGD,Bangladesh,2021,0.6931649
BGD,Bangladesh,2022,0.8309142
BGD,Bangladesh,2023,1.0080312
FIN,Finlandia,1965,
FIN,Finlandia,1966,
FIN,Finlandia,1967,
FIN,Finlandia,1968,
FIN,Finlandia,1969,
FIN,Finlandia,1970,
FIN,Finlandia,1971,
FIN,Finlandia,1972,
FIN,Finlandia,1973,
FIN,Finlandia,1974,18.06427
FIN,Finlandia,1975,17.08967
FIN,Finlandia,1976,12.514575
FIN,Finlandia,1977,18.36673
FIN,Finlandia,1978,15.522062
FIN,Finlandia,1979,19.237047
FIN,Finlandia,1980,18.891968
FIN,Finlandia,1981,30.572697
FIN,Finlandia,1982,32.57894
FIN,Finlandia,1983,34.468693
FIN,Finlandia,1984,33.90457
FIN,Finlandia,1985,31.55871
FIN,Finlandia,1986,31.275412
FIN,Finlandia,1987,31.598085
FIN,Finlandia,1988,31.296392
FIN,Finlandia,1989,30.408308
FIN,Finlandia,1990,31.893682
FIN,Finlandia,1991,33.361416
FIN,Finlandia,1992,34.922516
FIN,Finlandia,1993,34.713863
FIN,Finlandia,1994,31.698856
FIN,Finlandia,1995,34.223114
FIN,Finlandia,1996,31.417072
FIN,Finlandia,1997,34.26124
FIN,Finlandia,1998,37.44149
FIN,Finlandia,1999,36.350315
FIN,Finlandia,2000,37.57814
FIN,Finlandia,2001,35.32597
FIN,Finlandia,2002,33.298244
FIN,Finlandia,2003,30.723425
FIN,Finlandia,2004,35.59304
FIN,Finlandia,2005,37.553196
FIN,Finlandia,2006,33.956642
FIN,Finlandia,2007,35.57881
FIN,Finlandia,2008,39.296864
FIN,Finlandia,2009,37.677
FIN,Finlandia,2010,36.062664
FIN,Finlandia,2011,38.607655
FIN,Finlandia,2012,42.87004
FIN,Finlandia,2013,40.82814
FIN,Finlandia,2014,43.415627
FIN,Finlandia,2015,46.525658
FIN,Finlandia,2016,44.53581
FIN,Finlandia,2017,46.300705
FIN,Finlandia,2018,46.06942
FIN,Finlandia,2019,47.791664
FIN,Finlandia,2020,52.150066
FIN,Finlandia,2021,54.335808
FIN,Finlandia,2022,55.445488
FIN,Finlandia,2023,61.636192
NOR,Noruega,1965,
NOR,Noruega,1966,
NOR,Noruega,1967,
NOR,Noruega,1968,
NOR,Noruega,1969,
NOR,Noruega,1970,
NOR,Noruega,1971,
NOR,Noruega,1972,
NOR,Noruega,1973,
NOR,Noruega,1974,
NOR,Noruega,1975,
NOR,Noruega,1976,
NOR,Noruega,1977,64.26859
NOR,Noruega,1978,64.17826
NOR,Noruega,1979,65.86465
NOR,Noruega,1980,65.25247
NOR,Noruega,1981,68.59787
NOR,Noruega,1982,69.16161
NOR,Noruega,1983,71.88228
NOR,Noruega,1984,71.13632
NOR,Noruega,1985,69.52918
NOR,Noruega,1986,66.9773
NOR,Noruega,1987,68.43145
NOR,Noruega,1988,69.97984
NOR,Noruega,1989,71.44203
NOR,Noruega,1990,72.811485
NOR,Noruega,1991,71.46894
NOR,Noruega,1992,72.294014
NOR,Noruega,1993,72.03018
NOR,Noruega,1994,69.63217
NOR,Noruega,1995,70.73711
NOR,Noruega,1996,65.946396
NOR,Noruega,1997,66.40924
NOR,Noruega,1998,67.28694
NOR,Noruega,1999,68.50685
NOR,Noruega,2000,72.06707
NOR,Noruega,2001,68.34191
NOR,Noruega,2002,69.676445
NOR,Noruega,2003,64.09445
NOR,Noruega,2004,64.82211
NOR,Noruega,2005,70.054535
NOR,Noruega,2006,67.06134
NOR,Noruega,2007,68.991585
NOR,Noruega,2008,70.4043
NOR,Noruega,2009,68.66158
NOR,Noruega,2010,65.90388
NOR,Noruega,2011,66.96795
NOR,Noruega,2012,70.38137
NOR,Noruega,2013,68.14793
NOR,Noruega,2014,69.13617
NOR,Noruega,2015,68.88783
NOR,Noruega,2016,70.25825
NOR,Noruega,2017,70.08075
NOR,Noruega,2018,69.32386
NOR,Noruega,2019,67.99019
NOR,Noruega,2020,72.0769
NOR,Noruega,2021,72.32895
NOR,Noruega,2022,70.73992
NOR,Noruega,2023,72.0911
IRL,Irlanda,1965,
IRL,Irlanda,1966,
IRL,Irlanda,1967,
IRL,Irlanda,1968,
IRL,Irlanda,1969,
IRL,Irlanda,1970,
IRL,Irlanda,1971,
IRL,Irlanda,1972,
IRL,Irlanda,1973,
IRL,Irlanda,1974,
IRL,Irlanda,1975,
IRL,Irlanda,1976,
IRL,Irlanda,1977,
IRL,Irlanda,1978,
IRL,Irlanda,1979,2.3525975
IRL,Irlanda,1980,2.4656003
IRL,Irlanda,1981,2.5970182
IRL,Irlanda,1982,2.4390516
IRL,Irlanda,1983,2.4031906
IRL,Irlanda,1984,2.1390052
IRL,Irlanda,1985,2.487561
IRL,Irlanda,1986,2.5271845
IRL,Irlanda,1987,1.8662728
IRL,Irlanda,1988,2.3837883
IRL,Irlanda,1989,1.8510282
IRL,Irlanda,1990,1.7483125
IRL,Irlanda,1991,1.8013103
IRL,Irlanda,1992,1.9758353
IRL,Irlanda,1993,1.8359721
IRL,Irlanda,1994,2.120603
IRL,Irlanda,1995,1.6132627
IRL,Irlanda,1996,1.6042329
IRL,Irlanda,1997,1.6546531
IRL,Irlanda,1998,2.2191892
IRL,Irlanda,1999,2.0208225
IRL,Irlanda,2000,2.034373
IRL,Irlanda,2001,1.6607853
IRL,Irlanda,2002,2.2350235
IRL,Irlanda,2003,1.8804967
IRL,Irlanda,2004,2.2461925
IRL,Irlanda,2005,2.8786287
IRL,Irlanda,2006,3.6557345
IRL,Irlanda,2007,4.1544456
IRL,Irlanda,2008,5.4890666
IRL,Irlanda,2009,7.0551596
IRL,Irlanda,2010,6.468354
IRL,Irlanda,2011,9.50042
IRL,Irlanda,2012,9.308356
IRL,Irlanda,2013,10.137973
IRL,Irlanda,2014,11.478303
IRL,Irlanda,2015,13.121304
IRL,Irlanda,2016,11.98258
IRL,Irlanda,2017,14.191961
IRL,Irlanda,2018,15.6791315
IRL,Irlanda,2019,18.009615
IRL,Irlanda,2020,21.518867
IRL,Irlanda,2021,18.387724
IRL,Irlanda,2022,20.03623
IRL,Irlanda,2023,22.302807
ISR,Israel,1965,
ISR,Israel,1966,
ISR,Israel,1967,
ISR,Israel,1968,
ISR,Israel,1969,
ISR,Israel,1970,
ISR,Israel,1971,
ISR,Israel,1972,
ISR,Israel,1973,
ISR,Israel,1974,
ISR,Israel,1975,
ISR,Israel,1976,
ISR,Israel,1977,
ISR,Israel,1978,
ISR,Israel,1979,
ISR,Israel,1980,0.0
ISR,Israel,1981,0.006281023
ISR,Israel,1982,0.0058126245
ISR,Israel,1983,0.0029045169
ISR,Israel,1984,0.005582296
ISR,Israel,1985,0.006019132
ISR,Israel,1986,0.017166344
ISR,Israel,1987,0.026679432
ISR,Israel,1988,0.024892602
ISR,Israel,1989,0.00713814
ISR,Israel,1990,0.0068695177
ISR,Israel,1991,0.013514825
ISR,Israel,1992,0.055975646
ISR,Israel,1993,0.04621226
ISR,Israel,1994,0.039183754
ISR,Israel,1995,0.03786965
ISR,Israel,1996,0.035081003
ISR,Israel,1997,0.033417907
ISR,Israel,1998,0.03175548
ISR,Israel,1999,0.040444262
ISR,Israel,2000,0.04031588
ISR,Israel,2001,0.0258593
ISR,Israel,2002,0.09087086
ISR,Israel,2003,0.10240744
ISR,Israel,2004,0.09672579
ISR,Israel,2005,0.119960636
ISR,Israel,2006,0.0694792
ISR,Israel,2007,0.061499506
ISR,Israel,2008,0.070539854
ISR,Israel,2009,0.1537155
ISR,Israel,2010,0.23017603
ISR,Israel,2011,0.368569
ISR,Israel,2012,0.52630293
ISR,Israel,2013,0.6158397
ISR,Israel,2014,1.0545208
ISR,Israel,2015,1.3535545
ISR,Israel,2016,1.8459212
ISR,Israel,2017,1.8471863
ISR,Israel,2018,1.9937472
ISR,Israel,2019,3.0705597
ISR,Israel,2020,4.2514257
ISR,Israel,2021,5.162033
ISR,Israel,2022,5.6662054
ISR,Israel,2023,7.0659175
THA,Tailandia,1965,
THA,Tailandia,1966,
THA,Tailandia,1967,
THA,Tailandia,1968,
THA,Tailandia,1969,
THA,Tailandia,1970,
THA,Tailandia,1971,
THA,Tailandia,1972,
THA,Tailandia,1973,
THA,Tailandia,1974,
THA,Tailandia,1975,
THA,Tailandia,1976,
THA,Tailandia,1977,
THA,Tailandia,1978,
THA,Tailandia,1979,
THA,Tailandia,1980,
THA,Tailandia,1981,6.015194
THA,Tailandia,1982,7.5709677
THA,Tailandia,1983,6.5891347
THA,Tailandia,1984,6.626251
THA,Tailandia,1985,5.7355323
THA,Tailandia,1986,8.078776
THA,Tailandia,1987,5.196648
THA,Tailandia,1988,4.263988
THA,Tailandia,1989,5.438049
THA,Tailandia,1990,4.116739
THA,Tailandia,1991,3.436168
THA,Tailandia,1992,2.8941948
THA,Tailandia,1993,2.2228856
THA,Tailandia,1994,2.4196477
THA,Tailandia,1995,3.2436836
THA,Tailandia,1996,3.160441
THA,Tailandia,1997,2.977457
THA,Tailandia,1998,2.3754423
THA,Tailandia,1999,1.609163
THA,Tailandia,2000,2.5755086
THA,Tailandia,2001,2.5723314
THA,Tailandia,2002,2.8190806
THA,Tailandia,2003,2.7241347
THA,Tailandia,2004,2.31644
THA,Tailandia,2005,2.2147255
THA,Tailandia,2006,2.8646533
THA,Tailandia,2007,2.9673934
THA,Tailandia,2008,2.983218
THA,Tailandia,2009,3.0957634
THA,Tailandia,2010,2.8453703
THA,Tailandia,2011,3.5703893
THA,Tailandia,2012,3.914373
THA,Tailandia,2013,3.9144244
THA,Tailandia,2014,4.358339
THA,Tailandia,2015,4.308386
THA,Tailandia,2016,4.739767
THA,Tailandia,2017,5.4690447
THA,Tailandia,2018,6.566889
THA,Tailandia,2019,7.1565943
THA,Tailandia,2020,7.181275
THA,Tailandia,2021,7.2292643
THA,Tailandia,2022,7.4562526
THA,Tailandia,2023,7.842765
VNM,Vietnam,1965,
VNM,Vietnam,1966,
VNM,Vietnam,1967,
VNM,Vietnam,1968,
VNM,Vietnam,1969,
VNM,Vietnam,1970,
VNM,Vietnam,1971,
VNM,Vietnam,1972,
VNM,Vietnam,1973,
VNM,Vietnam,1974,
VNM,Vietnam,1975,
VNM,Vietnam,1976,
VNM,Vietnam,1977,
VNM,Vietnam,1978,
VNM,Vietnam,1979,
VNM,Vietnam,1980,
VNM,Vietnam,1981,8.2104645
VNM,Vietnam,1982,7.957216
VNM,Vietnam,1983,5.9674644
VNM,Vietnam,1984,7.7337303
VNM,Vietnam,1985,7.0842214
VNM,Vietnam,1986,6.225277
VNM,Vietnam,1987,5.438617
VNM,Vietnam,1988,7.0410004
VNM,Vietnam,1989,15.831219
VNM,Vietnam,1990,20.584055
VNM,Vietnam,1991,23.790989
VNM,Vietnam,1992,24.912485
VNM,Vietnam,1993,24.039852
VNM,Vietnam,1994,24.972696
VNM,Vietnam,1995,24.608881
VNM,Vietnam,1996,24.35814
VNM,Vietnam,1997,20.527615
VNM,Vietnam,1998,18.064957
VNM,Vietnam,1999,21.659023
VNM,Vietnam,2000,20.092161
VNM,Vietnam,2001,22.102148
VNM,Vietnam,2002,20.06266
VNM,Vietnam,2003,19.297657
VNM,Vietnam,2004,14.763953
VNM,Vietnam,2005,12.846748
VNM,Vietnam,2006,16.60724
VNM,Vietnam,2007,17.202272
VNM,Vietnam,2008,16.009518
VNM,Vietnam,2009,17.948017
VNM,Vietnam,2010,14.7117405
VNM,Vietnam,2011,19.027449
VNM,Vietnam,2012,23.463968
VNM,Vietnam,2013,23.956772
VNM,Vietnam,2014,23.184889
VNM,Vietnam,2015,18.355711
VNM,Vietnam,2016,19.14979
VNM,Vietnam,2017,23.902075
VNM,Vietnam,2018,20.55936
VNM,Vietnam,2019,15.799334
VNM,Vietnam,2020,18.540092
VNM,Vietnam,2021,23.503656
VNM,Vietnam,2022,27.49788
VNM,Vietnam,2023,22.754812
TUR,Turquía,1965,
TUR,Turquía,1966,
TUR,Turquía,1967,
TUR,Turquía,1968,
TUR,Turquía,1969,
TUR,Turquía,1970,
TUR,Turquía,1971,
TUR,Turquía,1972,
TUR,Turquía,1973,
TUR,Turquía,1974,
TUR,Turquía,1975,
TUR,Turquía,1976,
TUR,Turquía,1977,
TUR,Turquía,1978,
TUR,Turquía,1979,
TUR,Turquía,1980,
TUR,Turquía,1981,
TUR,Turquía,1982,12.745108
TUR,Turquía,1983,9.873128
TUR,Turquía,1984,11.116493
TUR,Turquía,1985,9.229306
TUR,Turquía,1986,8.374288
TUR,Turquía,1987,11.513276
TUR,Turquía,1988,16.268532
TUR,Turquía,1989,10.282754
TUR,Turquía,1990,12.234772
TUR,Turquía,1991,11.764814
TUR,Turquía,1992,13.090732
TUR,Turquía,1993,15.382831
TUR,Turquía,1994,14.315046
TUR,Turquía,1995,14.934052
TUR,Turquía,1996,15.553352
TUR,Turquía,1997,14.675053
TUR,Turquía,1998,15.155853
TUR,Turquía,1999,12.764666
TUR,Turquía,2000,10.6712265
TUR,Turquía,2001,9.121996
TUR,Turquía,2002,11.541792
TUR,Turquía,2003,11.340968
TUR,Turquía,2004,13.70488
TUR,Turquía,2005,11.425879
TUR,Turquía,2006,11.485484
TUR,Turquía,2007,8.79651
TUR,Turquía,2008,8.238272
TUR,Turquía,2009,8.941267
TUR,Turquía,2010,12.350974
TUR,Turquía,2011,12.007149
TUR,Turquía,2012,12.655518
TUR,Turquía,2013,13.686602
TUR,Turquía,2014,9.931703
TUR,Turquía,2015,14.269203
TUR,Turquía,2016,14.563656
TUR,Turquía,2017,13.09042
TUR,Turquía,2018,14.5953
TUR,Turquía,2019,19.008345
TUR,Turquía,2020,18.64845
TUR,Turquía,2021,16.09926
TUR,Turquía,2022,18.482664
TUR,Turquía,2023,18.701162
GRC,Grecia,1965,
GRC,Grecia,1966,
GRC,Grecia,1967,
GRC,Grecia,1968,
GRC,Grecia,1969,
GRC,Grecia,1970,
GRC,Grecia,1971,
GRC,Grecia,1972,
GRC,Grecia,1973,
GRC,Grecia,1974,
GRC,Grecia,1975,
GRC,Grecia,1976,
GRC,Grecia,1977,
GRC,Grecia,1978,
GRC,Grecia,1979,
GRC,Grecia,1980,
GRC,Grecia,1981,
GRC,Grecia,1982,5.2865105
GRC,Grecia,1983,3.454517
GRC,Grecia,1984,4.0465713
GRC,Grecia,1985,3.7546217
GRC,Grecia,1986,4.321012
GRC,Grecia,1987,3.3969667
GRC,Grecia,1988,2.7383325
GRC,Grecia,1989,2.0288165
GRC,Grecia,1990,1.8226942
GRC,Grecia,1991,3.1458595
GRC,Grecia,1992,2.2052224
GRC,Grecia,1993,2.2926166
GRC,Grecia,1994,2.5512788
GRC,Grecia,1995,3.3267493
GRC,Grecia,1996,3.9930205
GRC,Grecia,1997,3.4682534
GRC,Grecia,1998,3.1564183
GRC,Grecia,1999,3.9640613
GRC,Grecia,2000,3.2847326
GRC,Grecia,2001,2.296041
GRC,Grecia,2002,2.7831924
GRC,Grecia,2003,4.2976427
GRC,Grecia,2004,4.2918515
GRC,Grecia,2005,4.6005774
GRC,Grecia,2006,5.44987
GRC,Grecia,2007,3.3446171
GRC,Grecia,2008,4.1339064
GRC,Grecia,2009,5.996017
GRC,Grecia,2010,8.131609
GRC,Grecia,2011,6.3986807
GRC,Grecia,2012,8.401619
GRC,Grecia,2013,12.436178
GRC,Grecia,2014,11.320253
GRC,Grecia,2015,13.459677
GRC,Grecia,2016,13.661964
GRC,Grecia,2017,12.052897
GRC,Grecia,2018,13.840273
GRC,Grecia,2019,14.172345
GRC,Grecia,2020,17.601542
GRC,Grecia,2021,20.09628
GRC,Grecia,2022,19.641994
GRC,Grecia,2023,21.644836
DNK,Dinamarca,1965,
DNK,Dinamarca,1966,
DNK,Dinamarca,1967,
DNK,Dinamarca,1968,
DNK,Dinamarca,1969,
DNK,Dinamarca,1970,
DNK,Dinamarca,1971,
DNK,Dinamarca,1972,
DNK,Dinamarca,1973,
DNK,Dinamarca,1974,
DNK,Dinamarca,1975,
DNK,Dinamarca,1976,
DNK,Dinamarca,1977,
DNK,Dinamarca,1978,
DNK,Dinamarca,1979,
DNK,Dinamarca,1980,
DNK,Dinamarca,1981,
DNK,Dinamarca,1982,
DNK,Dinamarca,1983,0.14966652
DNK,Dinamarca,1984,0.15148832
DNK,Dinamarca,1985,0.16285837
DNK,Dinamarca,1986,0.27791974
DNK,Dinamarca,1987,0.37065881
DNK,Dinamarca,1988,0.5722486
DNK,Dinamarca,1989,0.88691425
DNK,Dinamarca,1990,1.2664864
DNK,Dinamarca,1991,1.4587733
DNK,Dinamarca,1992,2.0408638
DNK,Dinamarca,1993,2.3619852
DNK,Dinamarca,1994,2.1321414
DNK,Dinamarca,1995,2.3133218
DNK,Dinamarca,1996,2.187726
DNK,Dinamarca,1997,3.3808842
DNK,Dinamarca,1998,4.675769
DNK,Dinamarca,1999,5.389067
DNK,Dinamarca,2000,7.0956717
DNK,Dinamarca,2001,7.4025145
DNK,Dinamarca,2002,8.58695
DNK,Dinamarca,2003,9.462797
DNK,Dinamarca,2004,11.729119
DNK,Dinamarca,2005,12.474308
DNK,Dinamarca,2006,10.684707
DNK,Dinamarca,2007,12.466456
DNK,Dinamarca,2008,12.62092
DNK,Dinamarca,2009,13.378912
DNK,Dinamarca,2010,15.567867
DNK,Dinamarca,2011,19.240635
DNK,Dinamarca,2012,22.003109
DNK,Dinamarca,2013,22.68556
DNK,Dinamarca,2014,26.237986
DNK,Dinamarca,2015,28.001373
DNK,Dinamarca,2016,26.942242
DNK,Dinamarca,2017,31.503704
DNK,Dinamarca,2018,30.349339
DNK,Dinamarca,2019,34.10149
DNK,Dinamarca,2020,38.468384
DNK,Dinamarca,2021,40.294327
DNK,Dinamarca,2022,41.246773
DNK,Dinamarca,2023,42.73486
SWE,Suecia,1965,
SWE,Suecia,1966,
SWE,Suecia,1967,
SWE,Suecia,1968,
SWE,Suecia,1969,
SWE,Suecia,1970,
SWE,Suecia,1971,
SWE,Suecia,1972,
SWE,Suecia,1973,
SWE,Suecia,1974,
SWE,Suecia,1975,
SWE,Suecia,1976,
SWE,Suecia,1977,
SWE,Suecia,1978,
SWE,Suecia,1979,
SWE,Suecia,1980,
SWE,Suecia,1981,
SWE,Suecia,1982,
SWE,Suecia,1983,
SWE,Suecia,1984,
SWE,Suecia,1985,55.210285
SWE,Suecia,1986,53.703384
SWE,Suecia,1987,58.407967
SWE,Suecia,1988,59.79699
SWE,Suecia,1989,60.420418
SWE,Suecia,1990,64.28131
SWE,Suecia,1991,63.97609
SWE,Suecia,1992,62.28385
SWE,Suecia,1993,62.12206
SWE,Suecia,1994,59.969692
SWE,Suecia,1995,61.145878
SWE,Suecia,1996,57.047756
SWE,Suecia,1997,61.194645
SWE,Suecia,1998,62.30845
SWE,Suecia,1999,62.21925
SWE,Suecia,2000,62.81892
SWE,Suecia,2001,64.56245
SWE,Suecia,2002,61.579437
SWE,Suecia,2003,59.094788
SWE,Suecia,2004,62.6365
SWE,Suecia,2005,64.682594
SWE,Suecia,2006,61.885952
SWE,Suecia,2007,63.545696
SWE,Suecia,2008,64.11206
SWE,Suecia,2009,63.86962
SWE,Suecia,2010,63.19739
SWE,Suecia,2011,65.92723
SWE,Suecia,2012,69.57267
SWE,Suecia,2013,68.07727
SWE,Suecia,2014,68.85149
SWE,Suecia,2015,70.085686
SWE,Suecia,2016,68.58173
SWE,Suecia,2017,69.27775
SWE,Suecia,2018,71.21153
SWE,Suecia,2019,71.543
SWE,Suecia,2020,72.85071
SWE,Suecia,2021,72.10762
SWE,Suecia,2022,74.39731
SWE,Suecia,2023,74.095955
RUS,Rusia,1965,
RUS,Rusia,1966,
RUS,Rusia,1967,
RUS,Rusia,1968,
RUS,Rusia,1969,
RUS,Rusia,1970,
RUS,Rusia,1971,
RUS,Rusia,1972,
RUS,Rusia,1973,
RUS,Rusia,1974,
RUS,Rusia,1975,
RUS,Rusia,1976,
RUS,Rusia,1977,
RUS,Rusia,1978,
RUS,Rusia,1979,
RUS,Rusia,1980,
RUS,Rusia,1981,
RUS,Rusia,1982,
RUS,Rusia,1983,
RUS,Rusia,1984,
RUS,Rusia,1985,7.8923173
RUS,Rusia,1986,8.067212
RUS,Rusia,1987,8.308958
RUS,Rusia,1988,8.40067
RUS,Rusia,1989,8.377385
RUS,Rusia,1990,8.230436
RUS,Rusia,1991,8.428769
RUS,Rusia,1992,8.884956
RUS,Rusia,1993,9.572058
RUS,Rusia,1994,9.804854
RUS,Rusia,1995,10.436023
RUS,Rusia,1996,10.330556
RUS,Rusia,1997,11.033611
RUS,Rusia,1998,10.90538
RUS,Rusia,1999,11.5792465
RUS,Rusia,2000,11.870029
RUS,Rusia,2001,12.243681
RUS,Rusia,2002,11.927969
RUS,Rusia,2003,11.692557
RUS,Rusia,2004,12.079561
RUS,Rusia,2005,12.075988
RUS,Rusia,2006,11.759963
RUS,Rusia,2007,11.883883
RUS,Rusia,2008,11.423729
RUS,Rusia,2009,12.31329
RUS,Rusia,2010,11.740596
RUS,Rusia,2011,11.2509
RUS,Rusia,2012,11.277472
RUS,Rusia,2013,11.779549
RUS,Rusia,2014,11.688122
RUS,Rusia,2015,12.106256
RUS,Rusia,2016,12.39789
RUS,Rusia,2017,12.482093
RUS,Rusia,2018,12.197409
RUS,Rusia,2019,12.513916
RUS,Rusia,2020,13.790714
RUS,Rusia,2021,13.649203
RUS,Rusia,2022,12.724643
RUS,Rusia,2023,12.541506
AZE,Azerbaiyán,1965,
AZE,Azerbaiyán,1966,
AZE,Azerbaiyán,1967,
AZE,Azerbaiyán,1968,
AZE,Azerbaiyán,1969,
AZE,Azerbaiyán,1970,
AZE,Azerbaiyán,1971,
AZE,Azerbaiyán,1972,
AZE,Azerbaiyán,1973,
AZE,Azerbaiyán,1974,
AZE,Azerbaiyán,1975,
AZE,Azerbaiyán,1976,
AZE,Azerbaiyán,1977,
AZE,Azerbaiyán,1978,
AZE,Azerbaiyán,1979,
AZE,Azerbaiyán,1980,
AZE,Azerbaiyán,1981,
AZE,Azerbaiyán,1982,
AZE,Azerbaiyán,1983,
AZE,Azerbaiyán,1984,
AZE,Azerbaiyán,1985,1.6519357
AZE,Azerbaiyán,1986,0.9406936
AZE,Azerbaiyán,1987,0.9706842
AZE,Azerbaiyán,1988,0.842058
AZE,Azerbaiyán,1989,0.8257339
AZE,Azerbaiyán,1990,1.8816601
AZE,Azerbaiyán,1991,2.0779731
AZE,Azerbaiyán,1992,2.4099329
