geocodigoFundar,geonombreFundar,anio,valor_en_gw
ARE,Emiratos Árabes Unidos,2010,
ARE,Emiratos Árabes Unidos,2011,
GBR,Reino Unido,2012,9.030001
GBR,Reino Unido,2013,11.282001
GBR,Reino Unido,2014,13.074
GBR,Reino Unido,2015,14.305741
GBR,Reino Unido,2016,16.12593
GBR,Reino Unido,2017,19.585001
GBR,Reino Unido,2018,21.60535
GBR,Reino Unido,2019,23.881962
GBR,Reino Unido,2020,24.48479
GBR,Reino Unido,2021,25.730143
GBR,Reino Unido,2022,28.537342
GBR,Reino Unido,2000,0.41200003
GBR,Reino Unido,2001,0.49300003
GBR,Reino Unido,2002,0.53400004
GBR,Reino Unido,2003,0.74200004
GBR,Reino Unido,2004,0.933
GBR,Reino Unido,2005,1.565
GBR,Reino Unido,2006,1.955
GBR,Reino Unido,2007,2.4770002
GBR,Reino Unido,2008,3.446
GBR,Reino Unido,2009,4.4220004
GBR,Reino Unido,2010,5.4210005
GBR,Reino Unido,2011,6.596
USA,Estados Unidos,2012,59.453304
USA,Estados Unidos,2013,60.198166
USA,Estados Unidos,2014,64.43019
USA,Estados Unidos,2015,72.767235
USA,Estados Unidos,2016,81.502365
USA,Estados Unidos,2017,87.83079
USA,Estados Unidos,2018,94.66619
USA,Estados Unidos,2019,103.835556
USA,Estados Unidos,2020,118.66354
USA,Estados Unidos,2021,133.01929
USA,Estados Unidos,2022,140.86162
USA,Estados Unidos,2000,2.377
USA,Estados Unidos,2001,3.86364
USA,Estados Unidos,2002,4.4166403
USA,Estados Unidos,2003,5.99519
USA,Estados Unidos,2004,6.4558
USA,Estados Unidos,2005,8.70641
USA,Estados Unidos,2006,11.328791
USA,Estados Unidos,2007,16.5151
USA,Estados Unidos,2008,24.651302
USA,Estados Unidos,2009,34.295803
USA,Estados Unidos,2010,39.349697
USA,Estados Unidos,2011,45.79497
VIR,Islas Vírgenes de EEUU,2012,
VIR,Islas Vírgenes de EEUU,2013,0.000100000005
VIR,Islas Vírgenes de EEUU,2014,0.000100000005
VIR,Islas Vírgenes de EEUU,2015,0.000100000005
VIR,Islas Vírgenes de EEUU,2016,0.000100000005
VIR,Islas Vírgenes de EEUU,2017,0.000100000005
VIR,Islas Vírgenes de EEUU,2018,0.000100000005
VIR,Islas Vírgenes de EEUU,2019,0.000100000005
VIR,Islas Vírgenes de EEUU,2020,0.000100000005
VIR,Islas Vírgenes de EEUU,2021,0.000100000005
VIR,Islas Vírgenes de EEUU,2022,0.000100000005
VIR,Islas Vírgenes de EEUU,2000,
VIR,Islas Vírgenes de EEUU,2001,
VIR,Islas Vírgenes de EEUU,2002,
VIR,Islas Vírgenes de EEUU,2003,
VIR,Islas Vírgenes de EEUU,2004,
VIR,Islas Vírgenes de EEUU,2005,
VIR,Islas Vírgenes de EEUU,2006,
VIR,Islas Vírgenes de EEUU,2007,
VIR,Islas Vírgenes de EEUU,2008,
VIR,Islas Vírgenes de EEUU,2009,
VIR,Islas Vírgenes de EEUU,2010,
VIR,Islas Vírgenes de EEUU,2011,
URY,Uruguay,2012,0.052605003
URY,Uruguay,2013,0.059418
URY,Uruguay,2014,0.48126802
URY,Uruguay,2015,0.85675603
URY,Uruguay,2016,1.2114561
URY,Uruguay,2017,1.510668
URY,Uruguay,2018,1.510668
URY,Uruguay,2019,1.5139881
URY,Uruguay,2020,1.5139881
URY,Uruguay,2021,1.5139881
URY,Uruguay,2022,1.5139881
URY,Uruguay,2000,0.00015
URY,Uruguay,2001,0.00015
URY,Uruguay,2002,0.00015
URY,Uruguay,2003,0.00015
URY,Uruguay,2004,0.00015
URY,Uruguay,2005,0.00015
URY,Uruguay,2006,0.00015
URY,Uruguay,2007,0.00015
URY,Uruguay,2008,0.014600001
URY,Uruguay,2009,0.030600002
URY,Uruguay,2010,0.0406
URY,Uruguay,2011,0.043605
UZB,Uzbekistán,2012,
UZB,Uzbekistán,2013,
UZB,Uzbekistán,2014,
UZB,Uzbekistán,2015,
UZB,Uzbekistán,2016,
UZB,Uzbekistán,2017,0.00075
UZB,Uzbekistán,2018,0.00075
UZB,Uzbekistán,2019,0.00075
UZB,Uzbekistán,2020,0.00075
UZB,Uzbekistán,2021,0.00075
UZB,Uzbekistán,2022,0.00075
UZB,Uzbekistán,2000,
UZB,Uzbekistán,2001,
UZB,Uzbekistán,2002,
UZB,Uzbekistán,2003,
UZB,Uzbekistán,2004,
UZB,Uzbekistán,2005,
UZB,Uzbekistán,2006,
UZB,Uzbekistán,2007,
UZB,Uzbekistán,2008,
UZB,Uzbekistán,2009,
UZB,Uzbekistán,2010,
UZB,Uzbekistán,2011,
VUT,Vanuatu,2012,0.0030250002
VUT,Vanuatu,2013,0.0030250002
VUT,Vanuatu,2014,0.0035750002
VUT,Vanuatu,2015,0.0035750002
VUT,Vanuatu,2016,0.0035750002
VUT,Vanuatu,2017,0.0033000002
VUT,Vanuatu,2018,0.0034000003
VUT,Vanuatu,2019,0.0034000003
VUT,Vanuatu,2020,0.0034000003
VUT,Vanuatu,2021,0.0034000003
VUT,Vanuatu,2022,0.0034000003
VUT,Vanuatu,2000,
VUT,Vanuatu,2001,
VUT,Vanuatu,2002,
VUT,Vanuatu,2003,
VUT,Vanuatu,2004,
VUT,Vanuatu,2005,
VUT,Vanuatu,2006,
VUT,Vanuatu,2007,
VUT,Vanuatu,2008,0.0030250002
VUT,Vanuatu,2009,0.0030250002
VUT,Vanuatu,2010,0.0030250002
VUT,Vanuatu,2011,0.0030250002
VEN,Venezuela,2012,0.030000001
VEN,Venezuela,2013,0.07128
VEN,Venezuela,2014,0.07128
VEN,Venezuela,2015,0.07128
VEN,Venezuela,2016,0.07128
VEN,Venezuela,2017,0.07128
VEN,Venezuela,2018,0.07128
VEN,Venezuela,2019,0.07128
VEN,Venezuela,2020,0.07128
VEN,Venezuela,2021,0.07128
VEN,Venezuela,2022,0.07128
VEN,Venezuela,2000,
VEN,Venezuela,2001,
VEN,Venezuela,2002,
VEN,Venezuela,2003,
VEN,Venezuela,2004,
VEN,Venezuela,2005,
VEN,Venezuela,2006,
VEN,Venezuela,2007,
VEN,Venezuela,2008,
VEN,Venezuela,2009,
VEN,Venezuela,2010,
VEN,Venezuela,2011,
VNM,Vietnam,2012,0.031000001
VNM,Vietnam,2013,0.053000003
VNM,Vietnam,2014,0.053000003
VNM,Vietnam,2015,0.136
VNM,Vietnam,2016,0.1602
VNM,Vietnam,2017,0.20470001
VNM,Vietnam,2018,0.23670001
VNM,Vietnam,2019,0.37455
VNM,Vietnam,2020,0.518
VNM,Vietnam,2021,4.118
VNM,Vietnam,2022,4.6280003
VNM,Vietnam,2000,
VNM,Vietnam,2001,
VNM,Vietnam,2002,
VNM,Vietnam,2003,
VNM,Vietnam,2004,
VNM,Vietnam,2005,
VNM,Vietnam,2006,
VNM,Vietnam,2007,
VNM,Vietnam,2008,0.0013
VNM,Vietnam,2009,0.008800001
VNM,Vietnam,2010,0.031000001
VNM,Vietnam,2011,0.031000001
WLD,Mundo,2012,267.2888
WLD,Mundo,2013,300.0268
WLD,Mundo,2014,349.46622
WLD,Mundo,2015,416.34714
WLD,Mundo,2016,467.02853
WLD,Mundo,2017,514.4229
WLD,Mundo,2018,564.5129
WLD,Mundo,2019,620.8414
WLD,Mundo,2020,731.6555
WLD,Mundo,2021,824.1709
WLD,Mundo,2022,898.8243
WLD,Mundo,2000,16.941525
WLD,Mundo,2001,23.968645
WLD,Mundo,2002,30.733093
WLD,Mundo,2003,38.66996
WLD,Mundo,2004,47.68421
WLD,Mundo,2005,58.40756
WLD,Mundo,2006,73.160484
WLD,Mundo,2007,91.54141
WLD,Mundo,2008,115.557846
WLD,Mundo,2009,150.13959
WLD,Mundo,2010,181.08267
WLD,Mundo,2011,220.24127
