"geonombreFundar","anio","sector","valor_en_mtco2e","geocodigoFundar"
"La Pampa","2018","AGSyOUT","14.47","AR-L"
"La Pampa","2019","AGSyOUT","5.37","AR-L"
"La Pampa","2020","AGSyOUT","4.79","AR-L"
"La Pampa","2021","AGSyOUT","3.92","AR-L"
"La Pampa","2022","AGSyOUT","6.66","AR-L"
"La Pampa","2010","Residuos","0.12","AR-L"
"La Pampa","2011","Residuos","0.12","AR-L"
"La Pampa","2012","Residuos","0.12","AR-L"
"La Pampa","2013","Residuos","0.12","AR-L"
"La Pampa","2014","Residuos","0.12","AR-L"
"La Pampa","2015","Residuos","0.13","AR-L"
"La Pampa","2016","Residuos","0.13","AR-L"
"La Pampa","2017","Residuos","0.13","AR-L"
"La Pampa","2018","Residuos","0.13","AR-L"
"La Pampa","2019","Residuos","0.14","AR-L"
"La Pampa","2020","Residuos","0.14","AR-L"
"La Pampa","2021","Residuos","0.14","AR-L"
"La Pampa","2022","Residuos","0.14","AR-L"
"La Rioja","2010","Energía","0.36","AR-F"
"La Rioja","2011","Energía","0.4","AR-F"
"La Rioja","2012","Energía","0.42","AR-F"
"La Rioja","2013","Energía","0.44","AR-F"
"La Rioja","2014","Energía","0.42","AR-F"
"La Rioja","2015","Energía","0.44","AR-F"
"La Rioja","2016","Energía","0.43","AR-F"
"La Rioja","2017","Energía","0.45","AR-F"
"La Rioja","2018","Energía","0.42","AR-F"
"La Rioja","2019","Energía","0.41","AR-F"
"La Rioja","2020","Energía","0.31","AR-F"
"La Rioja","2021","Energía","0.4","AR-F"
"La Rioja","2022","Energía","0.47","AR-F"
"La Rioja","2010","PIUP","0","AR-F"
"La Rioja","2011","PIUP","0","AR-F"
"La Rioja","2012","PIUP","0","AR-F"
"La Rioja","2013","PIUP","0","AR-F"
"La Rioja","2014","PIUP","0","AR-F"
"La Rioja","2015","PIUP","0","AR-F"
"La Rioja","2016","PIUP","0","AR-F"
"La Rioja","2017","PIUP","0","AR-F"
"La Rioja","2018","PIUP","0","AR-F"
"La Rioja","2019","PIUP","0","AR-F"
"La Rioja","2020","PIUP","0","AR-F"
"La Rioja","2021","PIUP","0","AR-F"
"La Rioja","2022","PIUP","0","AR-F"
"La Rioja","2010","AGSyOUT","1.49","AR-F"
"La Rioja","2011","AGSyOUT","1.47","AR-F"
"La Rioja","2012","AGSyOUT","2.77","AR-F"
"La Rioja","2013","AGSyOUT","2.07","AR-F"
"La Rioja","2014","AGSyOUT","1.6","AR-F"
"La Rioja","2015","AGSyOUT","2.17","AR-F"
"La Rioja","2016","AGSyOUT","2.35","AR-F"
"La Rioja","2017","AGSyOUT","0.89","AR-F"
"La Rioja","2018","AGSyOUT","0.75","AR-F"
"La Rioja","2019","AGSyOUT","0.7","AR-F"
"La Rioja","2020","AGSyOUT","0.79","AR-F"
"La Rioja","2021","AGSyOUT","1.37","AR-F"
"La Rioja","2022","AGSyOUT","2.28","AR-F"
"La Rioja","2010","Residuos","0.1","AR-F"
"La Rioja","2011","Residuos","0.11","AR-F"
"La Rioja","2012","Residuos","0.11","AR-F"
"La Rioja","2013","Residuos","0.11","AR-F"
"La Rioja","2014","Residuos","0.12","AR-F"
"La Rioja","2015","Residuos","0.12","AR-F"
"La Rioja","2016","Residuos","0.12","AR-F"
"La Rioja","2017","Residuos","0.12","AR-F"
"La Rioja","2018","Residuos","0.13","AR-F"
"La Rioja","2019","Residuos","0.13","AR-F"
"La Rioja","2020","Residuos","0.13","AR-F"
"La Rioja","2021","Residuos","0.14","AR-F"
"La Rioja","2022","Residuos","0.14","AR-F"
"Mendoza","2010","Energía","8.05","AR-M"
"Mendoza","2011","Energía","8.24","AR-M"
"Mendoza","2012","Energía","8.38","AR-M"
"Mendoza","2013","Energía","8.79","AR-M"
"Mendoza","2014","Energía","8.56","AR-M"
"Mendoza","2015","Energía","9.1","AR-M"
"Mendoza","2016","Energía","8.62","AR-M"
"Mendoza","2017","Energía","8.05","AR-M"
"Mendoza","2018","Energía","7.97","AR-M"
"Mendoza","2019","Energía","7.93","AR-M"
"Mendoza","2020","Energía","6.57","AR-M"
"Mendoza","2021","Energía","7.53","AR-M"
"Mendoza","2022","Energía","7.71","AR-M"
"Mendoza","2010","PIUP","0.01","AR-M"
"Mendoza","2011","PIUP","0.01","AR-M"
"Mendoza","2012","PIUP","0.01","AR-M"
"Mendoza","2013","PIUP","0.01","AR-M"
"Mendoza","2014","PIUP","0.01","AR-M"
"Mendoza","2015","PIUP","0.01","AR-M"
"Mendoza","2016","PIUP","0.01","AR-M"
"Mendoza","2017","PIUP","0.01","AR-M"
"Mendoza","2018","PIUP","0","AR-M"
"Mendoza","2019","PIUP","0","AR-M"
"Mendoza","2020","PIUP","0","AR-M"
"Mendoza","2021","PIUP","0","AR-M"
"Mendoza","2022","PIUP","0","AR-M"
"Mendoza","2010","AGSyOUT","1.05","AR-M"
"Mendoza","2011","AGSyOUT","0.81","AR-M"
"Mendoza","2012","AGSyOUT","0.73","AR-M"
"Mendoza","2013","AGSyOUT","0.81","AR-M"
"Mendoza","2014","AGSyOUT","0.77","AR-M"
"Mendoza","2015","AGSyOUT","0.8","AR-M"
"Mendoza","2016","AGSyOUT","0.94","AR-M"
"Mendoza","2017","AGSyOUT","1.78","AR-M"
"Mendoza","2018","AGSyOUT","0.91","AR-M"
"Mendoza","2019","AGSyOUT","0.78","AR-M"
"Mendoza","2020","AGSyOUT","0.81","AR-M"
"Mendoza","2021","AGSyOUT","0.68","AR-M"
"Mendoza","2022","AGSyOUT","0.79","AR-M"
"Mendoza","2010","Residuos","0.63","AR-M"
"Mendoza","2011","Residuos","0.64","AR-M"
"Mendoza","2012","Residuos","0.66","AR-M"
"Mendoza","2013","Residuos","0.66","AR-M"
"Mendoza","2014","Residuos","0.67","AR-M"
"Mendoza","2015","Residuos","0.68","AR-M"
"Mendoza","2016","Residuos","0.69","AR-M"
"Mendoza","2017","Residuos","0.7","AR-M"
"Mendoza","2018","Residuos","0.71","AR-M"
"Mendoza","2019","Residuos","0.73","AR-M"
"Mendoza","2020","Residuos","0.73","AR-M"
"Mendoza","2021","Residuos","0.71","AR-M"
"Mendoza","2022","Residuos","0.71","AR-M"
"Misiones","2010","Energía","1.29","AR-N"
"Misiones","2011","Energía","1.41","AR-N"
"Misiones","2012","Energía","1.42","AR-N"
"Misiones","2013","Energía","1.45","AR-N"
"Misiones","2014","Energía","1.36","AR-N"
"Misiones","2015","Energía","1.31","AR-N"
"Misiones","2016","Energía","1.2","AR-N"
"Misiones","2017","Energía","1.29","AR-N"
"Misiones","2018","Energía","1.28","AR-N"
"Misiones","2019","Energía","1.24","AR-N"
"Misiones","2020","Energía","1.08","AR-N"
"Misiones","2021","Energía","1.37","AR-N"
"Misiones","2022","Energía","1.66","AR-N"
"Misiones","2010","PIUP","0","AR-N"
"Misiones","2011","PIUP","0","AR-N"
"Misiones","2012","PIUP","0","AR-N"
"Misiones","2013","PIUP","0","AR-N"
"Misiones","2014","PIUP","0","AR-N"
"Misiones","2015","PIUP","0","AR-N"
"Misiones","2016","PIUP","0","AR-N"
"Misiones","2017","PIUP","0","AR-N"
"Misiones","2018","PIUP","0","AR-N"
"Misiones","2019","PIUP","0","AR-N"
"Misiones","2020","PIUP","0","AR-N"
"Misiones","2021","PIUP","0","AR-N"
"Misiones","2022","PIUP","0","AR-N"
"Misiones","2010","AGSyOUT","-2.06","AR-N"
"Misiones","2011","AGSyOUT","-1.85","AR-N"
"Misiones","2012","AGSyOUT","-3.97","AR-N"
"Misiones","2013","AGSyOUT","-3.55","AR-N"
"Misiones","2014","AGSyOUT","-7.84","AR-N"
"Misiones","2015","AGSyOUT","-6.29","AR-N"
"Misiones","2016","AGSyOUT","-4.31","AR-N"
"Misiones","2017","AGSyOUT","-3.55","AR-N"
"Misiones","2018","AGSyOUT","-3.62","AR-N"
"Misiones","2019","AGSyOUT","-1.46","AR-N"
"Misiones","2020","AGSyOUT","-1.2","AR-N"
"Misiones","2021","AGSyOUT","-2.86","AR-N"
"Misiones","2022","AGSyOUT","-1.25","AR-N"
"Misiones","2010","Residuos","0.26","AR-N"
"Misiones","2011","Residuos","0.27","AR-N"
"Misiones","2012","Residuos","0.28","AR-N"
"Misiones","2013","Residuos","0.28","AR-N"
"Misiones","2014","Residuos","0.28","AR-N"
"Misiones","2015","Residuos","0.28","AR-N"
"Misiones","2016","Residuos","0.28","AR-N"
"Misiones","2017","Residuos","0.31","AR-N"
"Misiones","2018","Residuos","0.31","AR-N"
"Misiones","2019","Residuos","0.32","AR-N"
"Misiones","2020","Residuos","0.32","AR-N"
"Misiones","2021","Residuos","0.32","AR-N"
"Misiones","2022","Residuos","0.32","AR-N"
"Neuquén","2010","Energía","17.24","AR-Q"
"Neuquén","2011","Energía","17.56","AR-Q"
"Neuquén","2012","Energía","16.75","AR-Q"
"Neuquén","2013","Energía","15.68","AR-Q"
"Neuquén","2014","Energía","16.93","AR-Q"
"Neuquén","2015","Energía","17.2","AR-Q"
"Neuquén","2016","Energía","18.8","AR-Q"
"Neuquén","2017","Energía","19","AR-Q"
"Neuquén","2018","Energía","20.83","AR-Q"
"Neuquén","2019","Energía","22.28","AR-Q"
"Neuquén","2020","Energía","20.12","AR-Q"
"Neuquén","2021","Energía","22.15","AR-Q"
"Neuquén","2022","Energía","25.15","AR-Q"
"Neuquén","2010","PIUP","0.27","AR-Q"
"Neuquén","2011","PIUP","0.27","AR-Q"
"Neuquén","2012","PIUP","0.27","AR-Q"
"Neuquén","2013","PIUP","0.24","AR-Q"
"Neuquén","2014","PIUP","0.27","AR-Q"
"Neuquén","2015","PIUP","0.28","AR-Q"
"Neuquén","2016","PIUP","0.26","AR-Q"
"Neuquén","2017","PIUP","0.23","AR-Q"
"Neuquén","2018","PIUP","0.31","AR-Q"
"Neuquén","2019","PIUP","0.3","AR-Q"
"Neuquén","2020","PIUP","0.15","AR-Q"
"Neuquén","2021","PIUP","0.25","AR-Q"
"Neuquén","2022","PIUP","0.28","AR-Q"
"Neuquén","2010","AGSyOUT","0.52","AR-Q"
"Neuquén","2011","AGSyOUT","0.5","AR-Q"
"Neuquén","2012","AGSyOUT","0.34","AR-Q"
"Neuquén","2013","AGSyOUT","0.15","AR-Q"
"Neuquén","2014","AGSyOUT","-0.95","AR-Q"
"Neuquén","2015","AGSyOUT","-0.85","AR-Q"
"Neuquén","2016","AGSyOUT","-0.85","AR-Q"
"Neuquén","2017","AGSyOUT","-0.86","AR-Q"
"Neuquén","2018","AGSyOUT","-0.99","AR-Q"
"Neuquén","2019","AGSyOUT","-1.24","AR-Q"
"Neuquén","2020","AGSyOUT","-0.96","AR-Q"
"Neuquén","2021","AGSyOUT","0.56","AR-Q"
"Neuquén","2022","AGSyOUT","-1.29","AR-Q"
"Neuquén","2010","Residuos","0.17","AR-Q"
"Neuquén","2011","Residuos","0.17","AR-Q"
"Neuquén","2012","Residuos","0.18","AR-Q"
"Neuquén","2013","Residuos","0.18","AR-Q"
"Neuquén","2014","Residuos","0.18","AR-Q"
"Neuquén","2015","Residuos","0.19","AR-Q"
"Neuquén","2016","Residuos","0.19","AR-Q"
"Neuquén","2017","Residuos","0.19","AR-Q"
"Neuquén","2018","Residuos","0.2","AR-Q"
"Neuquén","2019","Residuos","0.2","AR-Q"
"Neuquén","2020","Residuos","0.2","AR-Q"
"Neuquén","2021","Residuos","0.21","AR-Q"
"Neuquén","2022","Residuos","0.21","AR-Q"
"Río Negro","2010","Energía","3.66","AR-R"
"Río Negro","2011","Energía","3.88","AR-R"
"Río Negro","2012","Energía","4.05","AR-R"
"Río Negro","2013","Energía","4.27","AR-R"
"Río Negro","2014","Energía","4.45","AR-R"
"Río Negro","2015","Energía","4.49","AR-R"
"Río Negro","2016","Energía","4.55","AR-R"
"Río Negro","2017","Energía","4.39","AR-R"
"Río Negro","2018","Energía","4.68","AR-R"
"Río Negro","2019","Energía","4.94","AR-R"
"Río Negro","2020","Energía","4.66","AR-R"
"Río Negro","2021","Energía","4.87","AR-R"
"Río Negro","2022","Energía","4.88","AR-R"
"Río Negro","2010","PIUP","0.06","AR-R"
"Río Negro","2011","PIUP","0.06","AR-R"
"Río Negro","2012","PIUP","0.06","AR-R"
"Río Negro","2013","PIUP","0.06","AR-R"
"Río Negro","2014","PIUP","0.06","AR-R"
"Río Negro","2015","PIUP","0.06","AR-R"
"Río Negro","2016","PIUP","0.06","AR-R"
"Río Negro","2017","PIUP","0.06","AR-R"
"Río Negro","2018","PIUP","0.06","AR-R"
"Río Negro","2019","PIUP","0.06","AR-R"
"Río Negro","2020","PIUP","0.06","AR-R"
"Río Negro","2021","PIUP","0.06","AR-R"
"Río Negro","2022","PIUP","0.06","AR-R"
"Río Negro","2010","AGSyOUT","0.9","AR-R"
"Río Negro","2011","AGSyOUT","0.88","AR-R"
"Río Negro","2012","AGSyOUT","0.82","AR-R"
"Río Negro","2013","AGSyOUT","0.78","AR-R"
"Río Negro","2014","AGSyOUT","0.74","AR-R"
"Río Negro","2015","AGSyOUT","0.83","AR-R"
"Río Negro","2016","AGSyOUT","0.85","AR-R"
"Río Negro","2017","AGSyOUT","1.03","AR-R"
"Río Negro","2018","AGSyOUT","1.29","AR-R"
"Río Negro","2019","AGSyOUT","1.21","AR-R"
"Río Negro","2020","AGSyOUT","1.26","AR-R"
"Río Negro","2021","AGSyOUT","9.65","AR-R"
"Río Negro","2022","AGSyOUT","4.71","AR-R"
"Río Negro","2010","Residuos","0.19","AR-R"
"Río Negro","2011","Residuos","0.2","AR-R"
"Río Negro","2012","Residuos","0.2","AR-R"
"Río Negro","2013","Residuos","0.2","AR-R"
"Río Negro","2014","Residuos","0.21","AR-R"
"Río Negro","2015","Residuos","0.21","AR-R"
"Río Negro","2016","Residuos","0.21","AR-R"
"Río Negro","2017","Residuos","0.22","AR-R"
"Río Negro","2018","Residuos","0.22","AR-R"
"Río Negro","2019","Residuos","0.23","AR-R"
"Río Negro","2020","Residuos","0.23","AR-R"
"Río Negro","2021","Residuos","0.23","AR-R"
"Río Negro","2022","Residuos","0.23","AR-R"
"Salta","2010","Energía","6.29","AR-A"
"Salta","2011","Energía","6.34","AR-A"
"Salta","2012","Energía","6.1","AR-A"
"Salta","2013","Energía","5.91","AR-A"
"Salta","2014","Energía","5.79","AR-A"
"Salta","2015","Energía","5.95","AR-A"
"Salta","2016","Energía","6","AR-A"
"Salta","2017","Energía","6.05","AR-A"
"Salta","2018","Energía","5.7","AR-A"
"Salta","2019","Energía","4.97","AR-A"
"Salta","2020","Energía","4.42","AR-A"
"Salta","2021","Energía","4.08","AR-A"
"Salta","2022","Energía","4.48","AR-A"
"Salta","2010","PIUP","0","AR-A"
"Salta","2011","PIUP","0","AR-A"
"Salta","2012","PIUP","0.01","AR-A"
"Salta","2013","PIUP","0","AR-A"
"Salta","2014","PIUP","0","AR-A"
"Salta","2015","PIUP","0","AR-A"
"Salta","2016","PIUP","0","AR-A"
"Salta","2017","PIUP","0","AR-A"
"Salta","2018","PIUP","0","AR-A"
"Salta","2019","PIUP","0","AR-A"
"Salta","2020","PIUP","0","AR-A"
"Salta","2021","PIUP","0.09","AR-A"
"Salta","2022","PIUP","0.13","AR-A"
"Salta","2010","AGSyOUT","13.39","AR-A"
"Salta","2011","AGSyOUT","13.73","AR-A"
"Salta","2012","AGSyOUT","32.96","AR-A"
"Salta","2013","AGSyOUT","33.17","AR-A"
"Salta","2014","AGSyOUT","18.46","AR-A"
"Salta","2015","AGSyOUT","13.45","AR-A"
"Salta","2016","AGSyOUT","9.8","AR-A"
"Salta","2017","AGSyOUT","8.37","AR-A"
"Salta","2018","AGSyOUT","8.12","AR-A"
"Salta","2019","AGSyOUT","6.94","AR-A"
"Salta","2020","AGSyOUT","23.59","AR-A"
"Salta","2021","AGSyOUT","6.39","AR-A"
"Salta","2022","AGSyOUT","7.87","AR-A"
"Salta","2010","Residuos","0.34","AR-A"
"Salta","2011","Residuos","0.35","AR-A"
"Salta","2012","Residuos","0.37","AR-A"
"Salta","2013","Residuos","0.37","AR-A"
"Salta","2014","Residuos","0.38","AR-A"
"Salta","2015","Residuos","0.39","AR-A"
"Salta","2016","Residuos","0.4","AR-A"
"Salta","2017","Residuos","0.41","AR-A"
"Salta","2018","Residuos","0.41","AR-A"
"Salta","2019","Residuos","0.43","AR-A"
"Salta","2020","Residuos","0.43","AR-A"
"Salta","2021","Residuos","0.44","AR-A"
"Salta","2022","Residuos","0.44","AR-A"
"San Juan","2010","Energía","1.36","AR-J"
"San Juan","2011","Energía","1.59","AR-J"
"San Juan","2012","Energía","1.62","AR-J"
"San Juan","2013","Energía","1.63","AR-J"
"San Juan","2014","Energía","1.55","AR-J"
"San Juan","2015","Energía","1.61","AR-J"
"San Juan","2016","Energía","1.46","AR-J"
"San Juan","2017","Energía","1.49","AR-J"
"San Juan","2018","Energía","1.52","AR-J"
"San Juan","2019","Energía","1.51","AR-J"
"San Juan","2020","Energía","1.33","AR-J"
"San Juan","2021","Energía","1.47","AR-J"
"San Juan","2022","Energía","1.69","AR-J"
"San Juan","2010","PIUP","0.12","AR-J"
"San Juan","2011","PIUP","0.12","AR-J"
"San Juan","2012","PIUP","0.12","AR-J"
"San Juan","2013","PIUP","0.12","AR-J"
"San Juan","2014","PIUP","0.12","AR-J"
"San Juan","2015","PIUP","0.12","AR-J"
"San Juan","2016","PIUP","0.12","AR-J"
"San Juan","2017","PIUP","0.12","AR-J"
"San Juan","2018","PIUP","0.12","AR-J"
"San Juan","2019","PIUP","0.12","AR-J"
"San Juan","2020","PIUP","0.12","AR-J"
"San Juan","2021","PIUP","0.12","AR-J"
"San Juan","2022","PIUP","0.12","AR-J"
"San Juan","2010","AGSyOUT","-0.01","AR-J"
"San Juan","2011","AGSyOUT","0.1","AR-J"
"San Juan","2012","AGSyOUT","-0.01","AR-J"
"San Juan","2013","AGSyOUT","-0.02","AR-J"
"San Juan","2014","AGSyOUT","-0.01","AR-J"
"San Juan","2015","AGSyOUT","0.05","AR-J"
"San Juan","2016","AGSyOUT","0.07","AR-J"
"San Juan","2017","AGSyOUT","0.08","AR-J"
"San Juan","2018","AGSyOUT","0.11","AR-J"
"San Juan","2019","AGSyOUT","0.06","AR-J"
"San Juan","2020","AGSyOUT","0.08","AR-J"
"San Juan","2021","AGSyOUT","0.08","AR-J"
"San Juan","2022","AGSyOUT","0.12","AR-J"
"San Juan","2010","Residuos","0.22","AR-J"
"San Juan","2011","Residuos","0.23","AR-J"
"San Juan","2012","Residuos","0.23","AR-J"
"San Juan","2013","Residuos","0.24","AR-J"
"San Juan","2014","Residuos","0.24","AR-J"
"San Juan","2015","Residuos","0.24","AR-J"
"San Juan","2016","Residuos","0.25","AR-J"
"San Juan","2017","Residuos","0.25","AR-J"
"San Juan","2018","Residuos","0.26","AR-J"
"San Juan","2019","Residuos","0.26","AR-J"
"San Juan","2020","Residuos","0.26","AR-J"
"San Juan","2021","Residuos","0.27","AR-J"
"San Juan","2022","Residuos","0.27","AR-J"
"San Luis","2010","Energía","1.03","AR-D"
"San Luis","2011","Energía","1.07","AR-D"
"San Luis","2012","Energía","1.11","AR-D"
"San Luis","2013","Energía","1.28","AR-D"
"San Luis","2014","Energía","1.13","AR-D"
"San Luis","2015","Energía","1.19","AR-D"
"San Luis","2016","Energía","1.15","AR-D"
"San Luis","2017","Energía","1.13","AR-D"
"San Luis","2018","Energía","1.12","AR-D"
"San Luis","2019","Energía","1.08","AR-D"
"San Luis","2020","Energía","0.91","AR-D"
"San Luis","2021","Energía","1.12","AR-D"
"San Luis","2022","Energía","1.22","AR-D"
"San Luis","2010","PIUP","0.06","AR-D"
"San Luis","2011","PIUP","0","AR-D"
"San Luis","2012","PIUP","0","AR-D"
"San Luis","2013","PIUP","0.24","AR-D"
"San Luis","2014","PIUP","0.85","AR-D"
"San Luis","2015","PIUP","0.91","AR-D"
"San Luis","2016","PIUP","0.65","AR-D"
"San Luis","2017","PIUP","0.68","AR-D"
"San Luis","2018","PIUP","0.44","AR-D"
"San Luis","2019","PIUP","0.6","AR-D"
"San Luis","2020","PIUP","0.45","AR-D"
"San Luis","2021","PIUP","0.41","AR-D"
"San Luis","2022","PIUP","0.22","AR-D"
"San Luis","2010","AGSyOUT","5.65","AR-D"
"San Luis","2011","AGSyOUT","4.33","AR-D"
"San Luis","2012","AGSyOUT","4.62","AR-D"
"San Luis","2013","AGSyOUT","2.01","AR-D"
"San Luis","2014","AGSyOUT","6.36","AR-D"
"San Luis","2015","AGSyOUT","3.94","AR-D"
"San Luis","2016","AGSyOUT","4.04","AR-D"
"San Luis","2017","AGSyOUT","8.42","AR-D"
"San Luis","2018","AGSyOUT","8.45","AR-D"
"San Luis","2019","AGSyOUT","8.09","AR-D"
"San Luis","2020","AGSyOUT","7.95","AR-D"
"San Luis","2021","AGSyOUT","5.77","AR-D"
"San Luis","2022","AGSyOUT","7.72","AR-D"
"San Luis","2010","Residuos","0.15","AR-D"
"San Luis","2011","Residuos","0.15","AR-D"
"San Luis","2012","Residuos","0.16","AR-D"
"San Luis","2013","Residuos","0.16","AR-D"
"San Luis","2014","Residuos","0.16","AR-D"
"San Luis","2015","Residuos","0.17","AR-D"
"San Luis","2016","Residuos","0.17","AR-D"
"San Luis","2017","Residuos","0.17","AR-D"
"San Luis","2018","Residuos","0.17","AR-D"
"San Luis","2019","Residuos","0.18","AR-D"
"San Luis","2020","Residuos","0.18","AR-D"
"San Luis","2021","Residuos","0.18","AR-D"
"San Luis","2022","Residuos","0.18","AR-D"
"Santa Cruz","2010","Energía","7.48","AR-Z"
"Santa Cruz","2011","Energía","7.08","AR-Z"
"Santa Cruz","2012","Energía","7.41","AR-Z"
"Santa Cruz","2013","Energía","7.45","AR-Z"
"Santa Cruz","2014","Energía","7.51","AR-Z"
"Santa Cruz","2015","Energía","7.58","AR-Z"
"Santa Cruz","2016","Energía","7.44","AR-Z"
"Santa Cruz","2017","Energía","7.19","AR-Z"
"Santa Cruz","2018","Energía","7.08","AR-Z"
"Santa Cruz","2019","Energía","7.17","AR-Z"
"Santa Cruz","2020","Energía","6.18","AR-Z"
"Santa Cruz","2021","Energía","5.92","AR-Z"
"Santa Cruz","2022","Energía","6.08","AR-Z"
"Santa Cruz","2010","PIUP","0","AR-Z"
"Santa Cruz","2011","PIUP","0","AR-Z"
"Santa Cruz","2012","PIUP","0","AR-Z"
"Santa Cruz","2013","PIUP","0","AR-Z"
"Santa Cruz","2014","PIUP","0","AR-Z"
"Santa Cruz","2015","PIUP","0","AR-Z"
"Santa Cruz","2016","PIUP","0","AR-Z"
"Santa Cruz","2017","PIUP","0","AR-Z"
"Santa Cruz","2018","PIUP","0","AR-Z"
"Santa Cruz","2019","PIUP","0","AR-Z"
"Santa Cruz","2020","PIUP","0","AR-Z"
"Santa Cruz","2021","PIUP","0","AR-Z"
"Santa Cruz","2022","PIUP","0","AR-Z"
"Santa Cruz","2010","AGSyOUT","0.69","AR-Z"
"Santa Cruz","2011","AGSyOUT","0.65","AR-Z"
"Santa Cruz","2012","AGSyOUT","0.75","AR-Z"
"Santa Cruz","2013","AGSyOUT","0.65","AR-Z"
"Santa Cruz","2014","AGSyOUT","0.65","AR-Z"
"Santa Cruz","2015","AGSyOUT","0.67","AR-Z"
"Santa Cruz","2016","AGSyOUT","0.67","AR-Z"
"Santa Cruz","2017","AGSyOUT","0.65","AR-Z"
"Santa Cruz","2018","AGSyOUT","0.67","AR-Z"
"Santa Cruz","2019","AGSyOUT","0.7","AR-Z"
"Santa Cruz","2020","AGSyOUT","0.68","AR-Z"
"Santa Cruz","2021","AGSyOUT","0.58","AR-Z"
"Santa Cruz","2022","AGSyOUT","0.54","AR-Z"
"Santa Cruz","2010","Residuos","0.07","AR-Z"
"Santa Cruz","2011","Residuos","0.08","AR-Z"
"Santa Cruz","2012","Residuos","0.08","AR-Z"
"Santa Cruz","2013","Residuos","0.08","AR-Z"
"Santa Cruz","2014","Residuos","0.08","AR-Z"
"Santa Cruz","2015","Residuos","0.08","AR-Z"
"Santa Cruz","2016","Residuos","0.09","AR-Z"
"Santa Cruz","2017","Residuos","0.09","AR-Z"
"Santa Cruz","2018","Residuos","0.09","AR-Z"
"Santa Cruz","2019","Residuos","0.09","AR-Z"
"Santa Cruz","2020","Residuos","0.09","AR-Z"
"Santa Cruz","2021","Residuos","0.1","AR-Z"
"Santa Cruz","2022","Residuos","0.09","AR-Z"
"Santa Fe","2010","Energía","11.95","AR-S"
"Santa Fe","2011","Energía","13.56","AR-S"
"Santa Fe","2012","Energía","13.3","AR-S"
"Santa Fe","2013","Energía","13.7","AR-S"
"Santa Fe","2014","Energía","13.32","AR-S"
"Santa Fe","2015","Energía","14.29","AR-S"
"Santa Fe","2016","Energía","15.11","AR-S"
"Santa Fe","2017","Energía","14.18","AR-S"
"Santa Fe","2018","Energía","14.45","AR-S"
"Santa Fe","2019","Energía","14.11","AR-S"
"Santa Fe","2020","Energía","13.82","AR-S"
"Santa Fe","2021","Energía","15.64","AR-S"
"Santa Fe","2022","Energía","15.51","AR-S"
"Santa Fe","2010","PIUP","0.05","AR-S"
"Santa Fe","2011","PIUP","0.05","AR-S"
"Santa Fe","2012","PIUP","0.05","AR-S"
"Santa Fe","2013","PIUP","0.05","AR-S"
"Santa Fe","2014","PIUP","0.05","AR-S"
"Santa Fe","2015","PIUP","0.05","AR-S"
"Santa Fe","2016","PIUP","0.05","AR-S"
"Santa Fe","2017","PIUP","0.04","AR-S"
"Santa Fe","2018","PIUP","0.05","AR-S"
"Santa Fe","2019","PIUP","0.05","AR-S"
"Santa Fe","2020","PIUP","0.03","AR-S"
"Santa Fe","2021","PIUP","0.04","AR-S"
"Santa Fe","2022","PIUP","0.05","AR-S"
"Santa Fe","2010","AGSyOUT","13.63","AR-S"
"Santa Fe","2011","AGSyOUT","13.76","AR-S"
"Santa Fe","2012","AGSyOUT","13.77","AR-S"
"Santa Fe","2013","AGSyOUT","15.49","AR-S"
"Santa Fe","2014","AGSyOUT","14.67","AR-S"
"Santa Fe","2015","AGSyOUT","13.34","AR-S"
"Santa Fe","2016","AGSyOUT","12.65","AR-S"
"Santa Fe","2017","AGSyOUT","12.62","AR-S"
"Santa Fe","2018","AGSyOUT","11.96","AR-S"
"Santa Fe","2019","AGSyOUT","11.73","AR-S"
"Santa Fe","2020","AGSyOUT","10.44","AR-S"
"Santa Fe","2021","AGSyOUT","12.58","AR-S"
"Santa Fe","2022","AGSyOUT","13.51","AR-S"
"Santa Fe","2010","Residuos","1.43","AR-S"
"Santa Fe","2011","Residuos","1.43","AR-S"
"Santa Fe","2012","Residuos","1.46","AR-S"
"Santa Fe","2013","Residuos","1.46","AR-S"
"Santa Fe","2014","Residuos","1.46","AR-S"
"Santa Fe","2015","Residuos","1.45","AR-S"
"Santa Fe","2016","Residuos","1.48","AR-S"
"Santa Fe","2017","Residuos","1.47","AR-S"
"Santa Fe","2018","Residuos","1.46","AR-S"
"Santa Fe","2019","Residuos","1.47","AR-S"
"Santa Fe","2020","Residuos","1.45","AR-S"
"Santa Fe","2021","Residuos","1.44","AR-S"
"Santa Fe","2022","Residuos","1.43","AR-S"
"Santiago del Estero","2010","Energía","1.12","AR-G"
"Santiago del Estero","2011","Energía","1.11","AR-G"
"Santiago del Estero","2012","Energía","1.08","AR-G"
"Santiago del Estero","2013","Energía","1.1","AR-G"
"Santiago del Estero","2014","Energía","1.13","AR-G"
"Santiago del Estero","2015","Energía","1.19","AR-G"
"Santiago del Estero","2016","Energía","1.27","AR-G"
"Santiago del Estero","2017","Energía","1.35","AR-G"
"Santiago del Estero","2018","Energía","1.33","AR-G"
"Santiago del Estero","2019","Energía","1.26","AR-G"
"Santiago del Estero","2020","Energía","1.06","AR-G"
"Santiago del Estero","2021","Energía","1.2","AR-G"
