"year","semester","region","k_value","pov_rate"
"2021","II","Patagonia","0.35000","0.00487"
"2022","I","Total","0.35000","0.03157"
"2022","I","Partidos","0.35000","0.04340"
"2022","I","CABA","0.35000","0.00138"
"2022","I","Pampeana","0.35000","0.03005"
"2022","I","NEA","0.35000","0.02515"
"2022","I","NOA","0.35000","0.03346"
"2022","I","Cuyo","0.35000","0.01995"
"2022","I","Patagonia","0.35000","0.00522"
"2022","II","Total","0.35000","0.03701"
"2022","II","Partidos","0.35000","0.05580"
"2022","II","CABA","0.35000","0.00013"
"2022","II","Pampeana","0.35000","0.02694"
"2022","II","NEA","0.35000","0.02420"
"2022","II","NOA","0.35000","0.03772"
"2022","II","Cuyo","0.35000","0.02476"
"2022","II","Patagonia","0.35000","0.00360"
"2023","I","Total","0.35000","0.03090"
"2023","I","Partidos","0.35000","0.04047"
"2023","I","CABA","0.35000","0.00681"
"2023","I","Pampeana","0.35000","0.03152"
"2023","I","NEA","0.35000","0.02723"
"2023","I","NOA","0.35000","0.02962"
"2023","I","Cuyo","0.35000","0.02051"
"2023","I","Patagonia","0.35000","0.00412"
"2023","II","Total","0.35000","0.03680"
"2023","II","Partidos","0.35000","0.05244"
"2023","II","CABA","0.35000","0.00868"
"2023","II","Pampeana","0.35000","0.03382"
"2023","II","NEA","0.35000","0.03104"
"2023","II","NOA","0.35000","0.02615"
"2023","II","Cuyo","0.35000","0.02070"
"2023","II","Patagonia","0.35000","0.00247"
"2024","I","Total","0.35000","0.03439"
"2024","I","Partidos","0.35000","0.04664"
"2024","I","CABA","0.35000","0.00104"
"2024","I","Pampeana","0.35000","0.03349"
"2024","I","NEA","0.35000","0.03173"
"2024","I","NOA","0.35000","0.02677"
"2024","I","Cuyo","0.35000","0.03410"
"2024","I","Patagonia","0.35000","0.00638"
"2024","II","Total","0.35000","0.03511"
"2024","II","Partidos","0.35000","0.05287"
"2024","II","CABA","0.35000","0.00000"
"2024","II","Pampeana","0.35000","0.03230"
"2024","II","NEA","0.35000","0.03151"
"2024","II","NOA","0.35000","0.02134"
"2024","II","Cuyo","0.35000","0.01744"
"2024","II","Patagonia","0.35000","0.00219"
"2025","I","Total","0.35000","0.03024"
"2025","I","Partidos","0.35000","0.04168"
"2025","I","CABA","0.35000","0.00207"
"2025","I","Pampeana","0.35000","0.02912"
"2025","I","NEA","0.35000","0.02186"
"2025","I","NOA","0.35000","0.02434"
"2025","I","Cuyo","0.35000","0.02629"
"2025","I","Patagonia","0.35000","0.00592"
