"geocodigoFundar","geonombreFundar","year","poverty_line","poverty_rate"
"SAS","Asia del Sur (BM)","2020","3.00000","0.10302"
"SAS","Asia del Sur (BM)","2021","3.00000","0.08765"
"SAS","Asia del Sur (BM)","2022","3.00000","0.07323"
"SAS","Asia del Sur (BM)","2023","3.00000","0.06254"
"SAS","Asia del Sur (BM)","2024","3.00000","0.05438"
"SAS","Asia del Sur (BM)","2025","3.00000","0.04765"
"SSA","África Subsahariana (excluidos los Ingresos Altos)","1981","3.00000","0.56707"
"SSA","África Subsahariana (excluidos los Ingresos Altos)","1982","3.00000","0.57631"
"SSA","África Subsahariana (excluidos los Ingresos Altos)","1983","3.00000","0.59123"
"SSA","África Subsahariana (excluidos los Ingresos Altos)","1984","3.00000","0.59901"
"SSA","África Subsahariana (excluidos los Ingresos Altos)","1985","3.00000","0.59927"
"SSA","África Subsahariana (excluidos los Ingresos Altos)","1986","3.00000","0.59802"
"SSA","África Subsahariana (excluidos los Ingresos Altos)","1987","3.00000","0.59795"
"SSA","África Subsahariana (excluidos los Ingresos Altos)","1988","3.00000","0.59861"
"SSA","África Subsahariana (excluidos los Ingresos Altos)","1989","3.00000","0.60274"
"SSA","África Subsahariana (excluidos los Ingresos Altos)","1990","3.00000","0.60856"
"SSA","África Subsahariana (excluidos los Ingresos Altos)","1991","3.00000","0.62097"
"SSA","África Subsahariana (excluidos los Ingresos Altos)","1992","3.00000","0.63214"
"SSA","África Subsahariana (excluidos los Ingresos Altos)","1993","3.00000","0.64071"
"SSA","África Subsahariana (excluidos los Ingresos Altos)","1994","3.00000","0.64266"
"SSA","África Subsahariana (excluidos los Ingresos Altos)","1995","3.00000","0.64001"
"SSA","África Subsahariana (excluidos los Ingresos Altos)","1996","3.00000","0.63425"
"SSA","África Subsahariana (excluidos los Ingresos Altos)","1997","3.00000","0.63024"
"SSA","África Subsahariana (excluidos los Ingresos Altos)","1998","3.00000","0.62873"
"SSA","África Subsahariana (excluidos los Ingresos Altos)","1999","3.00000","0.62699"
"SSA","África Subsahariana (excluidos los Ingresos Altos)","2000","3.00000","0.62312"
"SSA","África Subsahariana (excluidos los Ingresos Altos)","2001","3.00000","0.61482"
"SSA","África Subsahariana (excluidos los Ingresos Altos)","2002","3.00000","0.61102"
"SSA","África Subsahariana (excluidos los Ingresos Altos)","2003","3.00000","0.60198"
"SSA","África Subsahariana (excluidos los Ingresos Altos)","2004","3.00000","0.57326"
"SSA","África Subsahariana (excluidos los Ingresos Altos)","2005","3.00000","0.55817"
"SSA","África Subsahariana (excluidos los Ingresos Altos)","2006","3.00000","0.54305"
"SSA","África Subsahariana (excluidos los Ingresos Altos)","2007","3.00000","0.53270"
"SSA","África Subsahariana (excluidos los Ingresos Altos)","2008","3.00000","0.51901"
"SSA","África Subsahariana (excluidos los Ingresos Altos)","2009","3.00000","0.51271"
"SSA","África Subsahariana (excluidos los Ingresos Altos)","2010","3.00000","0.49602"
"SSA","África Subsahariana (excluidos los Ingresos Altos)","2011","3.00000","0.48561"
"SSA","África Subsahariana (excluidos los Ingresos Altos)","2012","3.00000","0.47416"
"SSA","África Subsahariana (excluidos los Ingresos Altos)","2013","3.00000","0.46499"
"SSA","África Subsahariana (excluidos los Ingresos Altos)","2014","3.00000","0.45600"
"SSA","África Subsahariana (excluidos los Ingresos Altos)","2015","3.00000","0.45672"
"SSA","África Subsahariana (excluidos los Ingresos Altos)","2016","3.00000","0.45556"
"SSA","África Subsahariana (excluidos los Ingresos Altos)","2017","3.00000","0.45235"
"SSA","África Subsahariana (excluidos los Ingresos Altos)","2018","3.00000","0.44872"
"SSA","África Subsahariana (excluidos los Ingresos Altos)","2019","3.00000","0.44729"
"SSA","África Subsahariana (excluidos los Ingresos Altos)","2020","3.00000","0.46225"
"SSA","África Subsahariana (excluidos los Ingresos Altos)","2021","3.00000","0.46105"
"SSA","África Subsahariana (excluidos los Ingresos Altos)","2022","3.00000","0.45458"
"SSA","África Subsahariana (excluidos los Ingresos Altos)","2023","3.00000","0.45185"
"SSA","África Subsahariana (excluidos los Ingresos Altos)","2024","3.00000","0.45134"
"SSA","África Subsahariana (excluidos los Ingresos Altos)","2025","3.00000","0.44389"
"WLD","Mundo","1981","3.00000","0.47353"
"WLD","Mundo","1982","3.00000","0.46966"
"WLD","Mundo","1983","3.00000","0.46373"
"WLD","Mundo","1984","3.00000","0.45746"
"WLD","Mundo","1985","3.00000","0.44955"
"WLD","Mundo","1986","3.00000","0.44018"
"WLD","Mundo","1987","3.00000","0.43587"
"WLD","Mundo","1988","3.00000","0.42345"
"WLD","Mundo","1989","3.00000","0.43872"
"WLD","Mundo","1990","3.00000","0.43623"
"WLD","Mundo","1991","3.00000","0.43309"
"WLD","Mundo","1992","3.00000","0.42647"
"WLD","Mundo","1993","3.00000","0.42163"
"WLD","Mundo","1994","3.00000","0.40752"
"WLD","Mundo","1995","3.00000","0.39300"
"WLD","Mundo","1996","3.00000","0.37998"
"WLD","Mundo","1997","3.00000","0.37633"
"WLD","Mundo","1998","3.00000","0.37821"
"WLD","Mundo","1999","3.00000","0.37297"
"WLD","Mundo","2000","3.00000","0.36259"
"WLD","Mundo","2001","3.00000","0.35328"
"WLD","Mundo","2002","3.00000","0.33823"
"WLD","Mundo","2003","3.00000","0.32322"
"WLD","Mundo","2004","3.00000","0.30390"
"WLD","Mundo","2005","3.00000","0.28427"
"WLD","Mundo","2006","3.00000","0.27027"
"WLD","Mundo","2007","3.00000","0.25349"
"WLD","Mundo","2008","3.00000","0.24160"
"WLD","Mundo","2009","3.00000","0.23069"
"WLD","Mundo","2010","3.00000","0.20992"
"WLD","Mundo","2011","3.00000","0.19144"
"WLD","Mundo","2012","3.00000","0.17860"
"WLD","Mundo","2013","3.00000","0.15482"
"WLD","Mundo","2014","3.00000","0.14439"
"WLD","Mundo","2015","3.00000","0.13338"
"WLD","Mundo","2016","3.00000","0.12481"
"WLD","Mundo","2017","3.00000","0.11724"
"WLD","Mundo","2018","3.00000","0.11060"
"WLD","Mundo","2019","3.00000","0.10694"
"WLD","Mundo","2020","3.00000","0.11222"
"WLD","Mundo","2021","3.00000","0.10967"
"WLD","Mundo","2022","3.00000","0.10488"
"WLD","Mundo","2023","3.00000","0.10193"
"WLD","Mundo","2024","3.00000","0.10045"
"WLD","Mundo","2025","3.00000","0.09856"
"AFE","África Oriental y Meridional","1981","4.20000","0.70934"
"AFE","África Oriental y Meridional","1982","4.20000","0.71246"
"AFE","África Oriental y Meridional","1983","4.20000","0.71690"
"AFE","África Oriental y Meridional","1984","4.20000","0.72390"
"AFE","África Oriental y Meridional","1985","4.20000","0.73000"
"AFE","África Oriental y Meridional","1986","4.20000","0.72598"
"AFE","África Oriental y Meridional","1987","4.20000","0.72112"
"AFE","África Oriental y Meridional","1988","4.20000","0.71947"
"AFE","África Oriental y Meridional","1989","4.20000","0.71818"
"AFE","África Oriental y Meridional","1990","4.20000","0.72446"
"AFE","África Oriental y Meridional","1991","4.20000","0.73196"
"AFE","África Oriental y Meridional","1992","4.20000","0.74247"
"AFE","África Oriental y Meridional","1993","4.20000","0.75416"
"AFE","África Oriental y Meridional","1994","4.20000","0.75470"
"AFE","África Oriental y Meridional","1995","4.20000","0.74883"
"AFE","África Oriental y Meridional","1996","4.20000","0.74372"
"AFE","África Oriental y Meridional","1997","4.20000","0.74290"
"AFE","África Oriental y Meridional","1998","4.20000","0.74705"
"AFE","África Oriental y Meridional","1999","4.20000","0.75113"
"AFE","África Oriental y Meridional","2000","4.20000","0.75126"
"AFE","África Oriental y Meridional","2001","4.20000","0.75002"
"AFE","África Oriental y Meridional","2002","4.20000","0.75633"
"AFE","África Oriental y Meridional","2003","4.20000","0.75599"
"AFE","África Oriental y Meridional","2004","4.20000","0.73400"
"AFE","África Oriental y Meridional","2005","4.20000","0.71785"
"AFE","África Oriental y Meridional","2006","4.20000","0.70227"
"AFE","África Oriental y Meridional","2007","4.20000","0.69430"
"AFE","África Oriental y Meridional","2008","4.20000","0.68622"
"AFE","África Oriental y Meridional","2009","4.20000","0.68436"
"AFE","África Oriental y Meridional","2010","4.20000","0.67486"
"AFE","África Oriental y Meridional","2011","4.20000","0.66566"
"AFE","África Oriental y Meridional","2012","4.20000","0.66186"
"AFE","África Oriental y Meridional","2013","4.20000","0.65636"
"AFE","África Oriental y Meridional","2014","4.20000","0.65194"
"AFE","África Oriental y Meridional","2015","4.20000","0.65060"
"AFE","África Oriental y Meridional","2016","4.20000","0.65396"
"AFE","África Oriental y Meridional","2017","4.20000","0.66141"
"AFE","África Oriental y Meridional","2018","4.20000","0.66844"
"AFE","África Oriental y Meridional","2019","4.20000","0.67688"
"AFE","África Oriental y Meridional","2020","4.20000","0.69452"
"AFE","África Oriental y Meridional","2021","4.20000","0.69904"
"AFE","África Oriental y Meridional","2022","4.20000","0.69462"
"AFE","África Oriental y Meridional","2023","4.20000","0.69505"
"AFE","África Oriental y Meridional","2024","4.20000","0.69757"
"AFE","África Oriental y Meridional","2025","4.20000","0.69021"
"AFW","África Occidental y Central","1981","4.20000","0.68712"
"AFW","África Occidental y Central","1982","4.20000","0.70424"
"AFW","África Occidental y Central","1983","4.20000","0.72874"
"AFW","África Occidental y Central","1984","4.20000","0.73462"
"AFW","África Occidental y Central","1985","4.20000","0.72677"
"AFW","África Occidental y Central","1986","4.20000","0.73018"
"AFW","África Occidental y Central","1987","4.20000","0.73892"
"AFW","África Occidental y Central","1988","4.20000","0.74073"
"AFW","África Occidental y Central","1989","4.20000","0.74794"
"AFW","África Occidental y Central","1990","4.20000","0.74698"
"AFW","África Occidental y Central","1991","4.20000","0.75443"
"AFW","África Occidental y Central","1992","4.20000","0.76058"
"AFW","África Occidental y Central","1993","4.20000","0.76517"
"AFW","África Occidental y Central","1994","4.20000","0.76871"
"AFW","África Occidental y Central","1995","4.20000","0.77114"
"AFW","África Occidental y Central","1996","4.20000","0.77058"
"AFW","África Occidental y Central","1997","4.20000","0.76870"
"AFW","África Occidental y Central","1998","4.20000","0.76583"
"AFW","África Occidental y Central","1999","4.20000","0.76427"
"AFW","África Occidental y Central","2000","4.20000","0.76071"
"AFW","África Occidental y Central","2001","4.20000","0.75187"
"AFW","África Occidental y Central","2002","4.20000","0.73491"
"AFW","África Occidental y Central","2003","4.20000","0.72649"
"AFW","África Occidental y Central","2004","4.20000","0.71101"
"AFW","África Occidental y Central","2005","4.20000","0.70207"
"AFW","África Occidental y Central","2006","4.20000","0.69378"
"AFW","África Occidental y Central","2007","4.20000","0.68650"
"AFW","África Occidental y Central","2008","4.20000","0.67183"
"AFW","África Occidental y Central","2009","4.20000","0.66230"
"AFW","África Occidental y Central","2010","4.20000","0.64550"
"AFW","África Occidental y Central","2011","4.20000","0.63833"
"AFW","África Occidental y Central","2012","4.20000","0.62177"
"AFW","África Occidental y Central","2013","4.20000","0.60740"
"AFW","África Occidental y Central","2014","4.20000","0.59103"
"AFW","África Occidental y Central","2015","4.20000","0.59032"
"AFW","África Occidental y Central","2016","4.20000","0.57991"
"AFW","África Occidental y Central","2017","4.20000","0.56178"
"AFW","África Occidental y Central","2018","4.20000","0.54611"
"AFW","África Occidental y Central","2019","4.20000","0.53561"
"AFW","África Occidental y Central","2020","4.20000","0.54920"
"AFW","África Occidental y Central","2021","4.20000","0.54413"
"AFW","África Occidental y Central","2022","4.20000","0.53776"
"AFW","África Occidental y Central","2023","4.20000","0.53240"
"AFW","África Occidental y Central","2024","4.20000","0.52670"
"AFW","África Occidental y Central","2025","4.20000","0.51844"
"ARG","Argentina","1980","4.20000","0.00000"
"ARG","Argentina","1986","4.20000","0.02126"
"ARG","Argentina","1987","4.20000","0.02118"
"ARG","Argentina","1991","4.20000","0.03907"
"ARG","Argentina","1992","4.20000","0.04477"
"ARG","Argentina","1993","4.20000","0.05158"
"ARG","Argentina","1994","4.20000","0.05386"
"ARG","Argentina","1995","4.20000","0.08233"
"ARG","Argentina","1996","4.20000","0.08979"
"ARG","Argentina","1997","4.20000","0.08478"
"ARG","Argentina","1998","4.20000","0.09772"
"ARG","Argentina","1999","4.20000","0.10154"
"ARG","Argentina","2000","4.20000","0.12123"
"ARG","Argentina","2001","4.20000","0.17047"
"ARG","Argentina","2002","4.20000","0.25405"
"ARG","Argentina","2003","4.20000","0.13782"
"ARG","Argentina","2004","4.20000","0.10594"
"ARG","Argentina","2005","4.20000","0.08734"
"ARG","Argentina","2006","4.20000","0.06753"
"ARG","Argentina","2007","4.20000","0.05608"
"ARG","Argentina","2008","4.20000","0.05287"
"ARG","Argentina","2009","4.20000","0.04496"
"ARG","Argentina","2010","4.20000","0.03480"
"ARG","Argentina","2011","4.20000","0.02328"
"ARG","Argentina","2012","4.20000","0.02549"
"ARG","Argentina","2013","4.20000","0.02245"
"ARG","Argentina","2014","4.20000","0.02493"
"ARG","Argentina","2016","4.20000","0.02583"
"ARG","Argentina","2017","4.20000","0.02524"
"ARG","Argentina","2018","4.20000","0.03246"
"ARG","Argentina","2019","4.20000","0.03832"
"ARG","Argentina","2020","4.20000","0.04233"
"ARG","Argentina","2021","4.20000","0.03277"
"ARG","Argentina","2022","4.20000","0.02900"
"ARG","Argentina","2023","4.20000","0.03111"
"EAP","Este de Asia y Pacífico (excluyendo Países de Altos Ingresos)","1981","4.20000","0.94051"
"EAP","Este de Asia y Pacífico (excluyendo Países de Altos Ingresos)","1982","4.20000","0.93751"
"EAP","Este de Asia y Pacífico (excluyendo Países de Altos Ingresos)","1983","4.20000","0.93227"
"EAP","Este de Asia y Pacífico (excluyendo Países de Altos Ingresos)","1984","4.20000","0.92408"
"EAP","Este de Asia y Pacífico (excluyendo Países de Altos Ingresos)","1985","4.20000","0.91677"
"EAP","Este de Asia y Pacífico (excluyendo Países de Altos Ingresos)","1986","4.20000","0.90872"
"EAP","Este de Asia y Pacífico (excluyendo Países de Altos Ingresos)","1987","4.20000","0.89620"
"EAP","Este de Asia y Pacífico (excluyendo Países de Altos Ingresos)","1988","4.20000","0.87668"
"EAP","Este de Asia y Pacífico (excluyendo Países de Altos Ingresos)","1989","4.20000","0.88766"
"EAP","Este de Asia y Pacífico (excluyendo Países de Altos Ingresos)","1990","4.20000","0.88121"
"EAP","Este de Asia y Pacífico (excluyendo Países de Altos Ingresos)","1991","4.20000","0.87286"
"EAP","Este de Asia y Pacífico (excluyendo Países de Altos Ingresos)","1992","4.20000","0.85893"
"EAP","Este de Asia y Pacífico (excluyendo Países de Altos Ingresos)","1993","4.20000","0.84283"
"EAP","Este de Asia y Pacífico (excluyendo Países de Altos Ingresos)","1994","4.20000","0.81516"
"EAP","Este de Asia y Pacífico (excluyendo Países de Altos Ingresos)","1995","4.20000","0.78611"
"EAP","Este de Asia y Pacífico (excluyendo Países de Altos Ingresos)","1996","4.20000","0.75584"
"EAP","Este de Asia y Pacífico (excluyendo Países de Altos Ingresos)","1997","4.20000","0.74390"
"EAP","Este de Asia y Pacífico (excluyendo Países de Altos Ingresos)","1998","4.20000","0.73980"
"EAP","Este de Asia y Pacífico (excluyendo Países de Altos Ingresos)","1999","4.20000","0.72071"
"EAP","Este de Asia y Pacífico (excluyendo Países de Altos Ingresos)","2000","4.20000","0.69447"
"EAP","Este de Asia y Pacífico (excluyendo Países de Altos Ingresos)","2001","4.20000","0.66543"
"EAP","Este de Asia y Pacífico (excluyendo Países de Altos Ingresos)","2002","4.20000","0.62547"
"EAP","Este de Asia y Pacífico (excluyendo Países de Altos Ingresos)","2003","4.20000","0.58990"
"EAP","Este de Asia y Pacífico (excluyendo Países de Altos Ingresos)","2004","4.20000","0.55591"
"EAP","Este de Asia y Pacífico (excluyendo Países de Altos Ingresos)","2005","4.20000","0.51317"
"EAP","Este de Asia y Pacífico (excluyendo Países de Altos Ingresos)","2006","4.20000","0.49089"
"EAP","Este de Asia y Pacífico (excluyendo Países de Altos Ingresos)","2007","4.20000","0.45504"
"EAP","Este de Asia y Pacífico (excluyendo Países de Altos Ingresos)","2008","4.20000","0.43154"
"EAP","Este de Asia y Pacífico (excluyendo Países de Altos Ingresos)","2009","4.20000","0.40217"
"EAP","Este de Asia y Pacífico (excluyendo Países de Altos Ingresos)","2010","4.20000","0.36255"
"EAP","Este de Asia y Pacífico (excluyendo Países de Altos Ingresos)","2011","4.20000","0.32099"
"EAP","Este de Asia y Pacífico (excluyendo Países de Altos Ingresos)","2012","4.20000","0.28686"
"EAP","Este de Asia y Pacífico (excluyendo Países de Altos Ingresos)","2013","4.20000","0.22472"
"EAP","Este de Asia y Pacífico (excluyendo Países de Altos Ingresos)","2014","4.20000","0.19897"
"EAP","Este de Asia y Pacífico (excluyendo Países de Altos Ingresos)","2015","4.20000","0.16970"
"EAP","Este de Asia y Pacífico (excluyendo Países de Altos Ingresos)","2016","4.20000","0.14559"
"EAP","Este de Asia y Pacífico (excluyendo Países de Altos Ingresos)","2017","4.20000","0.13030"
"EAP","Este de Asia y Pacífico (excluyendo Países de Altos Ingresos)","2018","4.20000","0.10963"
"EAP","Este de Asia y Pacífico (excluyendo Países de Altos Ingresos)","2019","4.20000","0.08853"
"EAP","Este de Asia y Pacífico (excluyendo Países de Altos Ingresos)","2020","4.20000","0.08061"
"EAP","Este de Asia y Pacífico (excluyendo Países de Altos Ingresos)","2021","4.20000","0.06948"
"EAP","Este de Asia y Pacífico (excluyendo Países de Altos Ingresos)","2022","4.20000","0.06703"
"EAP","Este de Asia y Pacífico (excluyendo Países de Altos Ingresos)","2023","4.20000","0.06147"
"EAP","Este de Asia y Pacífico (excluyendo Países de Altos Ingresos)","2024","4.20000","0.05766"
"EAP","Este de Asia y Pacífico (excluyendo Países de Altos Ingresos)","2025","4.20000","0.05502"
"ECA","Europa y Asia Central (excluyendo Países de Altos Ingresos)","1981","4.20000","0.13606"
"ECA","Europa y Asia Central (excluyendo Países de Altos Ingresos)","1982","4.20000","0.13528"
"ECA","Europa y Asia Central (excluyendo Países de Altos Ingresos)","1983","4.20000","0.13224"
"ECA","Europa y Asia Central (excluyendo Países de Altos Ingresos)","1984","4.20000","0.13181"
"ECA","Europa y Asia Central (excluyendo Países de Altos Ingresos)","1985","4.20000","0.13083"
"ECA","Europa y Asia Central (excluyendo Países de Altos Ingresos)","1986","4.20000","0.13108"
"ECA","Europa y Asia Central (excluyendo Países de Altos Ingresos)","1987","4.20000","0.12889"
"ECA","Europa y Asia Central (excluyendo Países de Altos Ingresos)","1988","4.20000","0.12641"
"ECA","Europa y Asia Central (excluyendo Países de Altos Ingresos)","1989","4.20000","0.12781"
"ECA","Europa y Asia Central (excluyendo Países de Altos Ingresos)","1990","4.20000","0.13251"
"ECA","Europa y Asia Central (excluyendo Países de Altos Ingresos)","1991","4.20000","0.14640"
"ECA","Europa y Asia Central (excluyendo Países de Altos Ingresos)","1992","4.20000","0.17075"
"ECA","Europa y Asia Central (excluyendo Países de Altos Ingresos)","1993","4.20000","0.19254"
"ECA","Europa y Asia Central (excluyendo Países de Altos Ingresos)","1994","4.20000","0.23252"
"ECA","Europa y Asia Central (excluyendo Países de Altos Ingresos)","1995","4.20000","0.21028"
"ECA","Europa y Asia Central (excluyendo Países de Altos Ingresos)","1996","4.20000","0.22334"
"ECA","Europa y Asia Central (excluyendo Países de Altos Ingresos)","1997","4.20000","0.20281"
"ECA","Europa y Asia Central (excluyendo Países de Altos Ingresos)","1998","4.20000","0.20923"
"ECA","Europa y Asia Central (excluyendo Países de Altos Ingresos)","1999","4.20000","0.26300"
"ECA","Europa y Asia Central (excluyendo Países de Altos Ingresos)","2000","4.20000","0.22890"
"ECA","Europa y Asia Central (excluyendo Países de Altos Ingresos)","2001","4.20000","0.20662"
"ECA","Europa y Asia Central (excluyendo Países de Altos Ingresos)","2002","4.20000","0.18526"
"ECA","Europa y Asia Central (excluyendo Países de Altos Ingresos)","2003","4.20000","0.17473"
"ECA","Europa y Asia Central (excluyendo Países de Altos Ingresos)","2004","4.20000","0.14890"
"ECA","Europa y Asia Central (excluyendo Países de Altos Ingresos)","2005","4.20000","0.14035"
"ECA","Europa y Asia Central (excluyendo Países de Altos Ingresos)","2006","4.20000","0.12150"
"ECA","Europa y Asia Central (excluyendo Países de Altos Ingresos)","2007","4.20000","0.10826"
"ECA","Europa y Asia Central (excluyendo Países de Altos Ingresos)","2008","4.20000","0.09587"
"ECA","Europa y Asia Central (excluyendo Países de Altos Ingresos)","2009","4.20000","0.09444"
"ECA","Europa y Asia Central (excluyendo Países de Altos Ingresos)","2010","4.20000","0.09323"
"ECA","Europa y Asia Central (excluyendo Países de Altos Ingresos)","2011","4.20000","0.08951"
"ECA","Europa y Asia Central (excluyendo Países de Altos Ingresos)","2012","4.20000","0.08865"
"ECA","Europa y Asia Central (excluyendo Países de Altos Ingresos)","2013","4.20000","0.04020"
"ECA","Europa y Asia Central (excluyendo Países de Altos Ingresos)","2014","4.20000","0.04316"
"ECA","Europa y Asia Central (excluyendo Países de Altos Ingresos)","2015","4.20000","0.04111"
"ECA","Europa y Asia Central (excluyendo Países de Altos Ingresos)","2016","4.20000","0.03510"
"ECA","Europa y Asia Central (excluyendo Países de Altos Ingresos)","2017","4.20000","0.03439"
"ECA","Europa y Asia Central (excluyendo Países de Altos Ingresos)","2018","4.20000","0.02881"
"ECA","Europa y Asia Central (excluyendo Países de Altos Ingresos)","2019","4.20000","0.02785"
"ECA","Europa y Asia Central (excluyendo Países de Altos Ingresos)","2020","4.20000","0.02866"
"ECA","Europa y Asia Central (excluyendo Países de Altos Ingresos)","2021","4.20000","0.02489"
"ECA","Europa y Asia Central (excluyendo Países de Altos Ingresos)","2022","4.20000","0.02430"
"ECA","Europa y Asia Central (excluyendo Países de Altos Ingresos)","2023","4.20000","0.02149"
"ECA","Europa y Asia Central (excluyendo Países de Altos Ingresos)","2024","4.20000","0.02026"
"ECA","Europa y Asia Central (excluyendo Países de Altos Ingresos)","2025","4.20000","0.01911"
"LAC","América Latina y el Caribe","1981","4.20000","0.31536"
"LAC","América Latina y el Caribe","1982","4.20000","0.32290"
"LAC","América Latina y el Caribe","1983","4.20000","0.36340"
"LAC","América Latina y el Caribe","1984","4.20000","0.35925"
"LAC","América Latina y el Caribe","1985","4.20000","0.34140"
"LAC","América Latina y el Caribe","1986","4.20000","0.27318"
"LAC","América Latina y el Caribe","1987","4.20000","0.30748"
"LAC","América Latina y el Caribe","1988","4.20000","0.31233"
"LAC","América Latina y el Caribe","1989","4.20000","0.30414"
"LAC","América Latina y el Caribe","1990","4.20000","0.32089"
"LAC","América Latina y el Caribe","1991","4.20000","0.31355"
"LAC","América Latina y el Caribe","1992","4.20000","0.31198"
"LAC","América Latina y el Caribe","1993","4.20000","0.31419"
"LAC","América Latina y el Caribe","1994","4.20000","0.30549"
"LAC","América Latina y el Caribe","1995","4.20000","0.29623"
"LAC","América Latina y el Caribe","1996","4.20000","0.30737"
"LAC","América Latina y el Caribe","1997","4.20000","0.30111"
"LAC","América Latina y el Caribe","1998","4.20000","0.29457"
"LAC","América Latina y el Caribe","1999","4.20000","0.30162"
"LAC","América Latina y el Caribe","2000","4.20000","0.28136"
"LAC","América Latina y el Caribe","2001","4.20000","0.27938"
"LAC","América Latina y el Caribe","2002","4.20000","0.27466"
"LAC","América Latina y el Caribe","2003","4.20000","0.26581"
"LAC","América Latina y el Caribe","2004","4.20000","0.24975"
"LAC","América Latina y el Caribe","2005","4.20000","0.23349"
"LAC","América Latina y el Caribe","2006","4.20000","0.20311"
"LAC","América Latina y el Caribe","2007","4.20000","0.18785"
"LAC","América Latina y el Caribe","2008","4.20000","0.17573"
"LAC","América Latina y el Caribe","2009","4.20000","0.17009"
"LAC","América Latina y el Caribe","2010","4.20000","0.15381"
"LAC","América Latina y el Caribe","2011","4.20000","0.14102"
"LAC","América Latina y el Caribe","2012","4.20000","0.13387"
"LAC","América Latina y el Caribe","2013","4.20000","0.12579"
"LAC","América Latina y el Caribe","2014","4.20000","0.12066"
"LAC","América Latina y el Caribe","2015","4.20000","0.11328"
"LAC","América Latina y el Caribe","2016","4.20000","0.11385"
"LAC","América Latina y el Caribe","2017","4.20000","0.11120"
"LAC","América Latina y el Caribe","2018","4.20000","0.10921"
"LAC","América Latina y el Caribe","2019","4.20000","0.10892"
"LAC","América Latina y el Caribe","2020","4.20000","0.10508"
"LAC","América Latina y el Caribe","2021","4.20000","0.11073"
"LAC","América Latina y el Caribe","2022","4.20000","0.09414"
"LAC","América Latina y el Caribe","2023","4.20000","0.08821"
"LAC","América Latina y el Caribe","2024","4.20000","0.08643"
"LAC","América Latina y el Caribe","2025","4.20000","0.08518"
"MNA","Oriente Medio y África del Norte (excluidos Países de Altos Ingresos)","1981","4.20000","0.30582"
"MNA","Oriente Medio y África del Norte (excluidos Países de Altos Ingresos)","1982","4.20000","0.29831"
"MNA","Oriente Medio y África del Norte (excluidos Países de Altos Ingresos)","1983","4.20000","0.29090"
"MNA","Oriente Medio y África del Norte (excluidos Países de Altos Ingresos)","1984","4.20000","0.28194"
"MNA","Oriente Medio y África del Norte (excluidos Países de Altos Ingresos)","1985","4.20000","0.27669"
"MNA","Oriente Medio y África del Norte (excluidos Países de Altos Ingresos)","1986","4.20000","0.27979"
"MNA","Oriente Medio y África del Norte (excluidos Países de Altos Ingresos)","1987","4.20000","0.28887"
"MNA","Oriente Medio y África del Norte (excluidos Países de Altos Ingresos)","1988","4.20000","0.28349"
"MNA","Oriente Medio y África del Norte (excluidos Países de Altos Ingresos)","1989","4.20000","0.28679"
"MNA","Oriente Medio y África del Norte (excluidos Países de Altos Ingresos)","1990","4.20000","0.26442"
"MNA","Oriente Medio y África del Norte (excluidos Países de Altos Ingresos)","1991","4.20000","0.27969"
"MNA","Oriente Medio y África del Norte (excluidos Países de Altos Ingresos)","1992","4.20000","0.26353"
"MNA","Oriente Medio y África del Norte (excluidos Países de Altos Ingresos)","1993","4.20000","0.25587"
"MNA","Oriente Medio y África del Norte (excluidos Países de Altos Ingresos)","1994","4.20000","0.25166"
"MNA","Oriente Medio y África del Norte (excluidos Países de Altos Ingresos)","1995","4.20000","0.25221"
"MNA","Oriente Medio y África del Norte (excluidos Países de Altos Ingresos)","1996","4.20000","0.23602"
"MNA","Oriente Medio y África del Norte (excluidos Países de Altos Ingresos)","1997","4.20000","0.22358"
"MNA","Oriente Medio y África del Norte (excluidos Países de Altos Ingresos)","1998","4.20000","0.20597"
"MNA","Oriente Medio y África del Norte (excluidos Países de Altos Ingresos)","1999","4.20000","0.19739"
"MNA","Oriente Medio y África del Norte (excluidos Países de Altos Ingresos)","2000","4.20000","0.18606"
"MNA","Oriente Medio y África del Norte (excluidos Países de Altos Ingresos)","2001","4.20000","0.18506"
"MNA","Oriente Medio y África del Norte (excluidos Países de Altos Ingresos)","2002","4.20000","0.17757"
"MNA","Oriente Medio y África del Norte (excluidos Países de Altos Ingresos)","2003","4.20000","0.17583"
"MNA","Oriente Medio y África del Norte (excluidos Países de Altos Ingresos)","2004","4.20000","0.16106"
"MNA","Oriente Medio y África del Norte (excluidos Países de Altos Ingresos)","2005","4.20000","0.15697"
"MNA","Oriente Medio y África del Norte (excluidos Países de Altos Ingresos)","2006","4.20000","0.15194"
"MNA","Oriente Medio y África del Norte (excluidos Países de Altos Ingresos)","2007","4.20000","0.14705"
"MNA","Oriente Medio y África del Norte (excluidos Países de Altos Ingresos)","2008","4.20000","0.14114"
"MNA","Oriente Medio y África del Norte (excluidos Países de Altos Ingresos)","2009","4.20000","0.12861"
"MNA","Oriente Medio y África del Norte (excluidos Países de Altos Ingresos)","2010","4.20000","0.11695"
"MNA","Oriente Medio y África del Norte (excluidos Países de Altos Ingresos)","2011","4.20000","0.11181"
"MNA","Oriente Medio y África del Norte (excluidos Países de Altos Ingresos)","2012","4.20000","0.10838"
