"year","semester","region","poverty_line","poverty_rate"
"2019","II","Cuyo","Pobreza","36.71933"
"2019","II","Patagonia","Pobreza","30.279919"
"2020","I","Total","Pobreza","40.812576"
"2020","I","Partidos del GBA","Pobreza","47.43816"
"2020","I","CABA","Pobreza","17.351192"
"2020","I","Pampeana","Pobreza","39.717747"
"2020","I","NEA","Pobreza","42.969131"
"2020","I","NOA","Pobreza","40.361423"
"2020","I","Cuyo","Pobreza","39.357315"
"2020","I","Patagonia","Pobreza","36.956417"
"2020","II","Total","Pobreza","42.078911"
"2020","II","Partidos del GBA","Pobreza","51.099266"
"2020","II","CABA","Pobreza","16.800011"
"2020","II","Pampeana","Pobreza","38.037445"
"2020","II","NEA","Pobreza","43.485031"
"2020","II","NOA","Pobreza","40.527653"
"2020","II","Cuyo","Pobreza","40.763348"
"2020","II","Patagonia","Pobreza","35.242523"
"2021","I","Total","Pobreza","40.442337"
"2021","I","Partidos del GBA","Pobreza","44.906609"
"2021","I","CABA","Pobreza","13.842248"
"2021","I","Pampeana","Pobreza","42.19244"
"2021","I","NEA","Pobreza","44.828808"
"2021","I","NOA","Pobreza","44.276024"
"2021","I","Cuyo","Pobreza","42.071655"
"2021","I","Patagonia","Pobreza","34.117039"
"2021","II","Total","Pobreza","37.264336"
"2021","II","Partidos del GBA","Pobreza","42.170689"
"2021","II","CABA","Pobreza","16.6145"
"2021","II","Pampeana","Pobreza","35.251369"
"2021","II","NEA","Pobreza","39.472031"
"2021","II","NOA","Pobreza","39.480331"
"2021","II","Cuyo","Pobreza","42.622738"
"2021","II","Patagonia","Pobreza","31.489208"
"2022","I","Total","Pobreza","36.286049"
"2022","I","Partidos del GBA","Pobreza","41.344006"
"2022","I","CABA","Pobreza","15.976943"
"2022","I","Pampeana","Pobreza","36.335163"
"2022","I","NEA","Pobreza","36.786854"
"2022","I","NOA","Pobreza","36.036983"
"2022","I","Cuyo","Pobreza","37.184963"
"2022","I","Patagonia","Pobreza","31.602375"
"2022","II","Total","Pobreza","39.35537"
"2022","II","Partidos del GBA","Pobreza","45.140343"
"2022","II","CABA","Pobreza","16.430349"
"2022","II","Pampeana","Pobreza","36.538746"
"2022","II","NEA","Pobreza","43.84576"
"2022","II","NOA","Pobreza","43.28928"
"2022","II","Cuyo","Pobreza","39.775524"
"2022","II","Patagonia","Pobreza","34.482635"
"2023","I","Total","Pobreza","39.998024"
"2023","I","Partidos del GBA","Pobreza","46.678909"
"2023","I","CABA","Pobreza","17.916174"
"2023","I","Pampeana","Pobreza","36.83223"
"2023","I","NEA","Pobreza","42.842705"
"2023","I","NOA","Pobreza","41.221428"
"2023","I","Cuyo","Pobreza","40.667767"
"2023","I","Patagonia","Pobreza","32.714119"
"2023","II","Total","Pobreza","41.906982"
"2023","II","Partidos del GBA","Pobreza","46.011692"
"2023","II","CABA","Pobreza","21.314219"
"2023","II","Pampeana","Pobreza","40.176426"
"2023","II","NEA","Pobreza","48.184795"
"2023","II","NOA","Pobreza","45.692818"
"2023","II","Cuyo","Pobreza","44.947338"
"2023","II","Patagonia","Pobreza","36.977127"
"2024","I","Total","Pobreza","52.879822"
"2024","I","Partidos del GBA","Pobreza","59.675026"
"2024","I","CABA","Pobreza","22.858654"
"2024","I","Pampeana","Pobreza","49.769894"
"2024","I","NEA","Pobreza","63.280834"
"2024","I","NOA","Pobreza","56.962933"
"2024","I","Cuyo","Pobreza","52.4757"
"2024","I","Patagonia","Pobreza","49.237511"
