geocodigoFundar,geonombreFundar,anio,share_expo
BLR,Belarús,2016,0.0114
BLR,Belarús,2009,0.0136
BLR,Belarús,2021,0.0088999998
BLR,Belarús,2011,0.0077
BLR,Belarús,2010,0.0083999997
BLR,Belarús,2007,0.0035999999
BLR,Belarús,2000,0.00039999999
BLR,Belarús,2014,0.0099999998
BLR,Belarús,2013,0.0094999997
BLR,Belarús,2019,0.0098999999
BLR,Belarús,2008,0.0041999999
BLR,Belarús,2005,0.0033
BLR,Belarús,1998,0.0011
BLR,Belarús,1994,0.0
BLR,Belarús,2012,0.0060999999
BLR,Belarús,1995,0.0
BLR,Belarús,2017,0.0117
BLR,Belarús,2004,0.0031000001
BLR,Belarús,1997,0.0
BLR,Belarús,1999,0.00060000003
BLR,Belarús,2015,0.0098999999
BLZ,Belice,2006,0.0
BLZ,Belice,1988,9.9999997e-05
BLZ,Belice,1986,0.0
BLZ,Belice,2007,0.0
BLZ,Belice,1994,0.0
BLZ,Belice,2001,0.0
BLZ,Belice,1978,9.9999997e-05
BLZ,Belice,1977,0.00019999999
BLZ,Belice,2015,0.0
BLZ,Belice,1975,0.0
BLZ,Belice,2017,0.0
BLZ,Belice,2012,0.0
BLZ,Belice,1981,0.0
BLZ,Belice,1985,0.0
BLZ,Belice,1996,0.0
BLZ,Belice,1974,0.0
BLZ,Belice,1990,0.0
BLZ,Belice,2005,0.0
BLZ,Belice,1987,9.9999997e-05
BLZ,Belice,2016,0.0
BLZ,Belice,1979,9.9999997e-05
BLZ,Belice,1991,0.0
BLZ,Belice,2008,0.0
BLZ,Belice,1976,0.0
BLZ,Belice,1973,0.0
BLZ,Belice,1997,0.0
BLZ,Belice,2004,0.0
BLZ,Belice,1980,0.0
BLZ,Belice,2014,0.0
BLZ,Belice,1992,0.0
BLZ,Belice,2019,0.0
BMU,Bermuda,2019,0.0
BMU,Bermuda,1997,0.0
BMU,Bermuda,1987,0.0
BMU,Bermuda,1978,0.0
BMU,Bermuda,2002,0.0
BMU,Bermuda,1986,0.0
BOL,Bolivia,2007,9.9999997e-05
BOL,Bolivia,1977,0.0
BOL,Bolivia,2017,9.9999997e-05
BOL,Bolivia,1979,0.0
BOL,Bolivia,1987,0.0
BOL,Bolivia,2012,9.9999997e-05
BOL,Bolivia,2002,0.0
BOL,Bolivia,1970,0.0
BOL,Bolivia,2008,9.9999997e-05
BOL,Bolivia,1966,0.0
BOL,Bolivia,1962,0.0
BOL,Bolivia,1973,0.00030000001
BOL,Bolivia,1996,9.9999997e-05
BOL,Bolivia,2020,0.0012000001
BOL,Bolivia,2010,0.0
BOL,Bolivia,2001,9.9999997e-05
BOL,Bolivia,2005,9.9999997e-05
BOL,Bolivia,2014,0.00019999999
BOL,Bolivia,2013,0.00019999999
BOL,Bolivia,1971,0.00039999999
BOL,Bolivia,2000,0.0
BOL,Bolivia,1999,0.0
BOL,Bolivia,1995,0.0
BOL,Bolivia,2019,0.00019999999
BOL,Bolivia,2021,0.0017
BOL,Bolivia,2011,0.0
BOL,Bolivia,1975,0.0
BOL,Bolivia,1983,0.0
BOL,Bolivia,1978,0.0
BOL,Bolivia,1974,0.00030000001
BOL,Bolivia,1967,0.0
BOL,Bolivia,2018,9.9999997e-05
BOL,Bolivia,2016,9.9999997e-05
BOL,Bolivia,1982,0.0
BOL,Bolivia,1993,0.0
BOL,Bolivia,1991,0.0
BOL,Bolivia,1965,9.9999997e-05
BOL,Bolivia,1994,9.9999997e-05
BOL,Bolivia,1997,0.0
BOL,Bolivia,2015,0.00019999999
BOL,Bolivia,1984,0.0
BOL,Bolivia,1998,9.9999997e-05
BOL,Bolivia,2003,0.0
BOL,Bolivia,2004,9.9999997e-05
BOL,Bolivia,1972,0.00060000003
BOL,Bolivia,1986,0.0
BOL,Bolivia,2006,9.9999997e-05
BRA,Brasil,1993,0.0197
BRA,Brasil,1972,0.055100001
BRA,Brasil,2011,0.1057
BRA,Brasil,1983,0.0297
BRA,Brasil,2008,0.1236
BRA,Brasil,1969,0.0233
BRA,Brasil,2014,0.1231
BRA,Brasil,2010,0.1192
BRA,Brasil,1979,0.00050000002
BRA,Brasil,2004,0.1041
BRA,Brasil,2017,0.1131
BRA,Brasil,1970,0.036200002
BRA,Brasil,2002,0.052999999
BRA,Brasil,1976,0.0024999999
BRA,Brasil,1991,0.0132
BRA,Brasil,1989,0.0136
BRA,Brasil,1982,0.024
BRA,Brasil,2009,0.1026
BRA,Brasil,1975,0.0023000001
BRA,Brasil,1997,0.0131
BRA,Brasil,1980,0.0015
BRA,Brasil,1999,0.0277
BRA,Brasil,1981,0.0131
BRA,Brasil,2003,0.067599997
BRA,Brasil,1971,0.043299999
BRA,Brasil,1984,0.033399999
BRA,Brasil,1987,0.022
BRA,Brasil,1990,0.0088999998
BRA,Brasil,1994,0.017899999
BRA,Brasil,2013,0.1228
BRA,Brasil,1995,0.0105
BRA,Brasil,1967,0.0060999999
BRA,Brasil,1973,0.0363
BRA,Brasil,2020,0.1541
BRA,Brasil,1963,0.0060999999
BRA,Brasil,1988,0.034299999
BRA,Brasil,2015,0.1074
BRA,Brasil,2006,0.12710001
BRA,Brasil,2007,0.1301
BRA,Brasil,2018,0.1146
BRA,Brasil,2021,0.1407
BRA,Brasil,1985,0.043900002
BRA,Brasil,2012,0.1139
BRA,Brasil,1978,0.0037
BRA,Brasil,1998,0.019400001
BRA,Brasil,1996,0.0141
BRA,Brasil,1986,0.0228
BRA,Brasil,2000,0.033599999
BRA,Brasil,1974,0.0107
BRA,Brasil,1977,0.0046999999
BRA,Brasil,2001,0.055100001
BRA,Brasil,1968,0.0132
BRA,Brasil,2016,0.1068
BRA,Brasil,1992,0.0185
BRA,Brasil,1966,0.0135
BRA,Brasil,1964,0.0106
BRA,Brasil,2019,0.12890001
BRA,Brasil,2005,0.1128
BRA,Brasil,1962,0.0082999999
BRA,Brasil,1965,0.016899999
BRB,Barbados,1967,0.0
BRB,Barbados,2000,0.0
BRB,Barbados,1990,0.0
BRB,Barbados,2004,0.0
BRB,Barbados,1975,0.0
BRB,Barbados,2014,0.0
BRB,Barbados,1971,0.0
BRB,Barbados,1981,0.0
BRB,Barbados,2021,0.0
BRB,Barbados,1973,0.0
BRB,Barbados,1974,0.0
BRB,Barbados,1986,0.0
BRB,Barbados,1992,0.0
BRB,Barbados,1969,0.0
BRB,Barbados,1988,0.0
BRB,Barbados,1994,0.0
BRB,Barbados,1984,0.0
BRB,Barbados,2001,0.00030000001
BRB,Barbados,1989,0.0
BRB,Barbados,1983,0.0
BRB,Barbados,1987,0.0
BRB,Barbados,2012,0.0
BRB,Barbados,1991,0.0
BRB,Barbados,2011,0.0
BRB,Barbados,2005,0.0
BRB,Barbados,1993,0.0
BRB,Barbados,2007,0.0
BRB,Barbados,2015,0.0
BRB,Barbados,2018,0.0
BRB,Barbados,2019,0.0
BRB,Barbados,1982,0.0
BRB,Barbados,1980,0.0
BRB,Barbados,1970,0.0
BRB,Barbados,2008,0.0
BRB,Barbados,1968,0.0
BRB,Barbados,1972,0.0
BRB,Barbados,1985,0.0
BRB,Barbados,2009,0.0
BRN,Brunei,2012,0.0
BRN,Brunei,1978,0.0
BRN,Brunei,1969,9.9999997e-05
BRN,Brunei,1998,0.0
BRN,Brunei,2015,0.0
BRN,Brunei,1965,0.0
BRN,Brunei,1997,0.0
BRN,Brunei,2018,0.0
BRN,Brunei,1989,0.0
BRN,Brunei,1973,0.0
BRN,Brunei,1971,9.9999997e-05
BRN,Brunei,1968,0.0
BRN,Brunei,2006,0.0
BRN,Brunei,2019,0.0
BRN,Brunei,2016,0.0
BRN,Brunei,2004,0.0
BRN,Brunei,1981,9.9999997e-05
BRN,Brunei,1970,9.9999997e-05
BRN,Brunei,2020,0.0
BRN,Brunei,2011,0.0
BRN,Brunei,1972,9.9999997e-05
BRN,Brunei,2021,0.0
BRN,Brunei,1963,0.0
BRN,Brunei,2003,0.0
BRN,Brunei,1999,0.0
BRN,Brunei,2007,0.0
BRN,Brunei,1988,0.0
BRN,Brunei,2000,0.0
BRN,Brunei,2001,0.0
BRN,Brunei,2002,0.0
BRN,Brunei,1975,0.0
BRN,Brunei,1966,0.0
BRN,Brunei,1974,0.0
BRN,Brunei,2013,0.0
BRN,Brunei,1990,0.0
BRN,Brunei,1986,0.0
BRN,Brunei,1964,0.0
BRN,Brunei,2014,0.0
BRN,Brunei,1987,0.0
BRN,Brunei,1991,0.0
BRN,Brunei,1967,0.0
BTN,Bhután,2002,0.0
BWA,Botswana,2020,0.00039999999
BWA,Botswana,2012,0.0011
BWA,Botswana,2003,0.0024999999
BWA,Botswana,2021,0.00019999999
BWA,Botswana,2014,0.0017
BWA,Botswana,2005,0.0027000001
BWA,Botswana,2018,0.0015
BWA,Botswana,2017,0.0017
BWA,Botswana,2015,0.0023000001
BWA,Botswana,2008,0.0019
BWA,Botswana,2006,0.0016
BWA,Botswana,2016,0.0020000001
BWA,Botswana,2013,0.0020999999
BWA,Botswana,2004,0.0027999999
BWA,Botswana,2019,0.00089999998
BWA,Botswana,2007,0.0027999999
BWA,Botswana,2002,0.0016
BWA,Botswana,2010,0.0027999999
BWA,Botswana,2011,0.00079999998
BWA,Botswana,2009,0.0023000001
BWA,Botswana,2000,0.0018
BWA,Botswana,2001,0.0029
CAF,Rep. Centroafricana,2000,0.0
CAF,Rep. Centroafricana,2002,0.0
CAF,Rep. Centroafricana,2005,0.0
CAF,Rep. Centroafricana,2003,0.0
CAF,Rep. Centroafricana,2011,0.0
CAF,Rep. Centroafricana,1974,9.9999997e-05
CAF,Rep. Centroafricana,2014,0.0
CAF,Rep. Centroafricana,2004,0.0
CAF,Rep. Centroafricana,1994,0.0
CAF,Rep. Centroafricana,1963,0.0
CAF,Rep. Centroafricana,1970,0.0
CAF,Rep. Centroafricana,2001,0.0
CAF,Rep. Centroafricana,2007,0.0
CAF,Rep. Centroafricana,2006,0.0
CAN,Canadá,1978,0.0094999997
CAN,Canadá,1992,0.0206
CAN,Canadá,1979,0.011
CAN,Canadá,2012,0.0284
CAN,Canadá,2018,0.0414
CAN,Canadá,2020,0.0449
CAN,Canadá,1965,0.0264
CAN,Canadá,1976,0.015799999
CAN,Canadá,1989,0.018200001
CAN,Canadá,1977,0.0114
CAN,Canadá,2009,0.0361
CAN,Canadá,1970,0.0266
CAN,Canadá,1984,0.022500001
CAN,Canadá,2005,0.071500003
CAN,Canadá,1969,0.015900001
CAN,Canadá,1996,0.040600002
CAN,Canadá,1987,0.0149
CAN,Canadá,1967,0.0112
CAN,Canadá,2000,0.0832
CAN,Canadá,2016,0.038400002
CAN,Canadá,2008,0.036600001
CAN,Canadá,1991,0.015
CAN,Canadá,1988,0.0123
CAN,Canadá,1974,0.0093
CAN,Canadá,1982,0.0148
CAN,Canadá,1990,0.0156
CAN,Canadá,1997,0.053300001
CAN,Canadá,2004,0.079300001
CAN,Canadá,2014,0.033300001
CAN,Canadá,1980,0.0121
CAN,Canadá,1968,0.018100001
CAN,Canadá,2015,0.036600001
CAN,Canadá,2002,0.094300002
CAN,Canadá,1993,0.026799999
CAN,Canadá,1994,0.0276
CAN,Canadá,2011,0.0317
CAN,Canadá,2017,0.0383
CAN,Canadá,2003,0.061000001
CAN,Canadá,1975,0.0041
CAN,Canadá,1998,0.064999998
CAN,Canadá,2006,0.0473
CAN,Canadá,2013,0.0274
CAN,Canadá,1981,0.0146
CAN,Canadá,1983,0.0156
CAN,Canadá,1999,0.078100003
CAN,Canadá,1964,0.0114
CAN,Canadá,2001,0.1063
CAN,Canadá,2019,0.043699998
CAN,Canadá,1972,0.0138
CAN,Canadá,1995,0.0276
CAN,Canadá,1971,0.023399999
CAN,Canadá,1986,0.017200001
CAN,Canadá,2010,0.0403
CAN,Canadá,2021,0.0539
CAN,Canadá,1985,0.023800001
CAN,Canadá,1973,0.0129
CAN,Canadá,1962,0.0112
CAN,Canadá,1963,0.0080000004
CAN,Canadá,1966,0.0218
CAN,Canadá,2007,0.041000001
CCK,Islas Cocos,1988,0.0
CHE,Suiza,1972,9.9999997e-05
CHE,Suiza,2002,0.00050000002
CHE,Suiza,2013,0.0
CHE,Suiza,1965,0.00019999999
CHE,Suiza,2018,0.0
CHE,Suiza,1984,9.9999997e-05
CHE,Suiza,2014,0.0
CHE,Suiza,2015,9.9999997e-05
CHE,Suiza,2011,0.0
CHE,Suiza,2005,0.00019999999
CHE,Suiza,1975,0.0
CHE,Suiza,1976,0.0
CHE,Suiza,1977,9.9999997e-05
CHE,Suiza,1998,9.9999997e-05
CHE,Suiza,1978,0.0
CHE,Suiza,1982,0.00030000001
CHE,Suiza,1966,0.0
CHE,Suiza,1969,0.00060000003
CHE,Suiza,1980,0.00050000002
CHE,Suiza,2010,0.0
CHE,Suiza,1992,0.00019999999
CHE,Suiza,2020,0.0
CHE,Suiza,1979,0.0
CHE,Suiza,2006,0.0
CHE,Suiza,1991,0.0
CHE,Suiza,1973,0.0
CHE,Suiza,2012,0.0
CHE,Suiza,1987,0.00060000003
CHE,Suiza,1983,0.00019999999
CHE,Suiza,1995,0.00030000001
CHE,Suiza,1967,0.0
CHE,Suiza,2003,0.0
CHE,Suiza,1999,9.9999997e-05
CHE,Suiza,1997,0.00019999999
CHE,Suiza,1970,0.00039999999
CHE,Suiza,1963,0.00019999999
CHE,Suiza,1971,0.00039999999
CHE,Suiza,2008,0.0
CHE,Suiza,1974,0.0
CHE,Suiza,1985,0.00019999999
CHE,Suiza,1986,0.00039999999
CHE,Suiza,2000,0.0
CHE,Suiza,2004,0.0
CHE,Suiza,1990,9.9999997e-05
CHE,Suiza,2007,0.0
CHE,Suiza,1988,9.9999997e-05
CHE,Suiza,1993,9.9999997e-05
CHE,Suiza,1981,9.9999997e-05
CHE,Suiza,2001,0.0
CHE,Suiza,1968,0.00050000002
CHE,Suiza,1989,0.0
CHE,Suiza,2021,0.0
CHE,Suiza,2016,0.0
CHE,Suiza,1964,0.00019999999
CHE,Suiza,2017,0.0
CHE,Suiza,1962,0.0
CHE,Suiza,2019,0.0
CHE,Suiza,1994,0.00030000001
CHE,Suiza,2009,0.0
CHE,Suiza,1996,0.00030000001
CHL,Chile,2014,0.00030000001
CHL,Chile,1976,0.00060000003
CHL,Chile,1991,0.0
CHL,Chile,1979,0.00030000001
CHL,Chile,1985,0.00030000001
CHL,Chile,1993,0.0
CHL,Chile,1999,0.0
CHL,Chile,1969,0.0
CHL,Chile,1990,0.0
CHL,Chile,2002,0.00039999999
CHL,Chile,2013,0.00019999999
CHL,Chile,1987,9.9999997e-05
CHL,Chile,2008,0.00089999998
CHL,Chile,1996,0.0
CHL,Chile,2007,0.0012000001
CHL,Chile,2000,0.0
CHL,Chile,1986,9.9999997e-05
CHL,Chile,2019,0.0016
CHL,Chile,2006,0.0026
CHL,Chile,2010,0.00089999998
CHL,Chile,2021,0.0014
CHL,Chile,2015,0.00060000003
CHL,Chile,1994,0.0
CHL,Chile,2018,0.00079999998
CHL,Chile,1977,0.00039999999
CHL,Chile,1997,0.0
CHL,Chile,2003,0.0019
CHL,Chile,1978,0.00019999999
CHL,Chile,1981,0.00039999999
CHL,Chile,2005,0.0040000002
CHL,Chile,1968,9.9999997e-05
CHL,Chile,1982,0.00019999999
CHL,Chile,1973,0.0
CHL,Chile,1962,0.0
CHL,Chile,2001,0.0
CHL,Chile,2020,0.0020000001
CHL,Chile,2004,0.0024000001
CHL,Chile,2017,0.00069999998
CHL,Chile,2009,0.00089999998
CHL,Chile,1983,0.00019999999
CHL,Chile,1992,0.0
CHL,Chile,1984,9.9999997e-05
CHL,Chile,2012,0.00039999999
CHL,Chile,1980,0.00030000001
CHL,Chile,1995,0.0
CHL,Chile,2011,0.00069999998
CHL,Chile,1998,0.0
CHL,Chile,1989,0.0
CHL,Chile,1963,0.00019999999
CHL,Chile,1970,9.9999997e-05
CHL,Chile,2016,0.00089999998
CHN,China,1977,0.00039999999
CHN,China,1992,0.0027000001
CHN,China,2012,0.0024999999
CHN,China,1985,0.0060000001
CHN,China,2010,0.0038999999
CHN,China,2021,0.00019999999
CHN,China,2017,0.00019999999
CHN,China,1983,0.0033
CHN,China,1973,0.00060000003
CHN,China,1982,0.0024999999
CHN,China,1996,0.0041
CHN,China,1995,0.0024999999
CHN,China,2020,0.00019999999
CHN,China,1975,0.00030000001
CHN,China,2015,0.0011
CHN,China,1974,0.00050000002
CHN,China,1987,0.0060999999
CHN,China,2016,0.001
CHN,China,1997,0.0040000002
CHN,China,1991,0.0151
CHN,China,1993,0.0023000001
CHN,China,1989,0.0092000002
CHN,China,2019,0.00019999999
CHN,China,2001,0.0027999999
CHN,China,1964,0.00030000001
CHN,China,2009,0.0024000001
CHN,China,2006,0.0027999999
CHN,China,1990,0.0125
CHN,China,1965,0.00039999999
CHN,China,1984,0.0041
CHN,China,2007,0.0031000001
CHN,China,1980,0.0013
CHN,China,2000,0.0018
CHN,China,1986,0.0049000001
CHN,China,1970,0.00039999999
CHN,China,2014,0.0014
CHN,China,2003,0.001
CHN,China,1966,0.0020999999
CHN,China,2011,0.0035999999
CHN,China,1994,0.0024000001
CHN,China,1969,0.00050000002
CHN,China,1972,0.00039999999
CHN,China,1962,0.00019999999
CHN,China,1976,0.00050000002
CHN,China,1979,0.00030000001
CHN,China,2018,9.9999997e-05
CHN,China,1968,0.001
CHN,China,1967,0.00069999998
CHN,China,1981,0.0020999999
CHN,China,1963,0.00019999999
CHN,China,1999,0.0022
CHN,China,1978,0.00039999999
CHN,China,2008,0.003
CHN,China,2002,0.0014
CHN,China,2013,0.0015
CHN,China,1988,0.0102
CHN,China,2005,0.0020000001
CHN,China,1998,0.0057000001
CHN,China,2004,0.0017
CHN,China,1971,0.00089999998
CIV,Costa de Marfil,1993,0.0
CIV,Costa de Marfil,1971,0.0
CIV,Costa de Marfil,2002,0.0
CIV,Costa de Marfil,1976,0.0
CIV,Costa de Marfil,1969,0.0
CIV,Costa de Marfil,1979,0.0
CIV,Costa de Marfil,2009,0.0
CIV,Costa de Marfil,2010,0.0
CIV,Costa de Marfil,1997,0.0
CIV,Costa de Marfil,1964,0.0
CIV,Costa de Marfil,1968,0.0
CIV,Costa de Marfil,1999,0.0
CIV,Costa de Marfil,2012,0.0
CIV,Costa de Marfil,1996,0.0
CIV,Costa de Marfil,1995,0.0
CIV,Costa de Marfil,1977,0.0
CIV,Costa de Marfil,2018,0.0
CIV,Costa de Marfil,1965,0.0
CIV,Costa de Marfil,1975,0.0
CIV,Costa de Marfil,1992,0.0
CIV,Costa de Marfil,1985,0.0
CIV,Costa de Marfil,1962,0.0
CIV,Costa de Marfil,1981,0.0
CIV,Costa de Marfil,1983,0.0
CIV,Costa de Marfil,2008,0.0
CIV,Costa de Marfil,2013,0.0
CIV,Costa de Marfil,1973,0.0
CIV,Costa de Marfil,1967,0.0
CIV,Costa de Marfil,2005,0.0
CIV,Costa de Marfil,2011,0.0
CIV,Costa de Marfil,1980,0.0
CIV,Costa de Marfil,2014,0.0
CIV,Costa de Marfil,1998,0.0
CIV,Costa de Marfil,1966,0.0
CIV,Costa de Marfil,2015,0.0
CIV,Costa de Marfil,1963,0.0
CIV,Costa de Marfil,2016,0.0
CIV,Costa de Marfil,1970,0.0
CIV,Costa de Marfil,2004,0.0
CIV,Costa de Marfil,2006,0.0
CIV,Costa de Marfil,1974,0.0
CIV,Costa de Marfil,2007,0.0
CIV,Costa de Marfil,2000,0.0
CIV,Costa de Marfil,2003,0.0
CIV,Costa de Marfil,1982,0.0
CIV,Costa de Marfil,2017,0.0
CIV,Costa de Marfil,1978,0.0
CIV,Costa de Marfil,2001,0.0
CMR,Camerún,1976,0.0
CMR,Camerún,1973,0.0
CMR,Camerún,1986,0.0
CMR,Camerún,2002,0.0
CMR,Camerún,1977,0.0
CMR,Camerún,1968,0.00030000001
CMR,Camerún,1962,0.00039999999
CMR,Camerún,2017,9.9999997e-05
CMR,Camerún,1964,0.00030000001
CMR,Camerún,1998,0.0
CMR,Camerún,2003,0.0
CMR,Camerún,1965,0.00019999999
CMR,Camerún,1963,0.00039999999
CMR,Camerún,1999,0.0
CMR,Camerún,1966,0.0
CMR,Camerún,2014,0.0
CMR,Camerún,1972,9.9999997e-05
CMR,Camerún,2019,0.0
CMR,Camerún,2005,0.0
CMR,Camerún,1967,0.00019999999
CMR,Camerún,1970,9.9999997e-05
CMR,Camerún,2004,0.0
CMR,Camerún,2015,0.0
CMR,Camerún,1974,0.0
CMR,Camerún,1971,9.9999997e-05
CMR,Camerún,1994,0.0
CMR,Camerún,1996,0.0
CMR,Camerún,1989,0.0
CMR,Camerún,1987,0.0
CMR,Camerún,1969,0.00019999999
CMR,Camerún,2020,0.0
CMR,Camerún,2018,0.0
CMR,Camerún,2016,0.0
CMR,Camerún,2007,0.0
CMR,Camerún,1975,0.00019999999
COD,Rep. Dem. Congo,2010,0.0
COD,Rep. Dem. Congo,2011,0.0
COD,Rep. Dem. Congo,2019,0.0
COD,Rep. Dem. Congo,2017,0.0
COD,Rep. Dem. Congo,2020,0.0
COD,Rep. Dem. Congo,2000,0.0
COD,Rep. Dem. Congo,2005,0.0
COD,Rep. Dem. Congo,2002,0.0
COD,Rep. Dem. Congo,1978,0.0
COD,Rep. Dem. Congo,2009,0.0
COD,Rep. Dem. Congo,2008,0.0
COD,Rep. Dem. Congo,2007,0.0
COD,Rep. Dem. Congo,1988,0.0
COD,Rep. Dem. Congo,1996,0.0
COD,Rep. Dem. Congo,1965,0.0
COD,Rep. Dem. Congo,2010,0.0
COD,Rep. Dem. Congo,2012,0.0
COD,Rep. Dem. Congo,2014,0.0
COD,Rep. Dem. Congo,1962,0.0
COD,Rep. Dem. Congo,1994,0.0
COD,Rep. Dem. Congo,2006,0.0
COD,Rep. Dem. Congo,2017,0.0
COD,Rep. Dem. Congo,2014,0.0
COD,Rep. Dem. Congo,2011,0.0
COD,Rep. Dem. Congo,1999,0.0
COD,Rep. Dem. Congo,2013,0.0
COD,Rep. Dem. Congo,2007,0.0
COD,Rep. Dem. Congo,1983,0.0
COD,Rep. Dem. Congo,2009,0.0
COD,Rep. Dem. Congo,1963,0.0
COK,Islas Cook,1982,0.0
COK,Islas Cook,1998,0.0
COK,Islas Cook,1989,0.0
COK,Islas Cook,1996,0.0
COL,Colombia,1982,0.0063999998
COL,Colombia,2005,0.0013
COL,Colombia,1988,0.00069999998
COL,Colombia,1974,0.0101
COL,Colombia,1967,0.0017
COL,Colombia,1984,0.0011
COL,Colombia,2007,0.0133
COL,Colombia,1966,0.0024000001
COL,Colombia,1987,0.0024000001
COL,Colombia,2020,0.0022
COL,Colombia,2021,0.0038000001
COL,Colombia,1999,0.00019999999
COL,Colombia,2000,0.00019999999
COL,Colombia,1977,0.0040000002
COL,Colombia,2015,0.00069999998
COL,Colombia,1989,0.0014
COL,Colombia,1969,0.0020999999
COL,Colombia,2010,0.00030000001
COL,Colombia,1996,0.00030000001
COL,Colombia,1968,0.0011
COL,Colombia,1963,9.9999997e-05
COL,Colombia,1995,0.00039999999
COL,Colombia,1981,0.0074
COL,Colombia,1985,0.001
COL,Colombia,1976,0.0049999999
COL,Colombia,1975,0.0060000001
COL,Colombia,1972,0.0076000001
COL,Colombia,1973,0.0081000002
COL,Colombia,2016,0.00069999998
COL,Colombia,2001,0.00089999998
COL,Colombia,2013,0.0041999999
COL,Colombia,2004,0.0015
COL,Colombia,1998,0.00060000003
COL,Colombia,1991,0.0018
COL,Colombia,2018,0.0013
COL,Colombia,1986,0.0024999999
COL,Colombia,1994,0.00019999999
COL,Colombia,2008,0.024499999
COL,Colombia,1978,0.0046999999
COL,Colombia,1965,0.0027999999
COL,Colombia,2012,0.0012000001
COL,Colombia,2017,0.0013
COL,Colombia,2006,0.0031000001
COL,Colombia,1964,0.0
COL,Colombia,1979,0.0029
COL,Colombia,1992,0.00069999998
COL,Colombia,2011,0.00050000002
COL,Colombia,1990,0.0013
COL,Colombia,1980,0.0033
COL,Colombia,2003,0.00030000001
COL,Colombia,2019,0.0012000001
COL,Colombia,1971,0.0055999998
COL,Colombia,2014,0.001
COL,Colombia,1983,0.0035000001
COL,Colombia,1997,0.00019999999
COL,Colombia,1993,0.00019999999
COL,Colombia,2009,0.0209
COL,Colombia,1970,0.0033
COL,Colombia,2002,0.00030000001
COM,Comoras,1970,0.00030000001
COM,Comoras,1996,0.0
COM,Comoras,1979,0.0
COM,Comoras,1984,0.0
CPV,Cabo Verde,2011,0.0
CPV,Cabo Verde,1999,0.0
CPV,Cabo Verde,2000,0.0
CPV,Cabo Verde,2010,0.0
CPV,Cabo Verde,2012,0.0
CPV,Cabo Verde,2007,0.0
CPV,Cabo Verde,2009,0.0
CPV,Cabo Verde,2006,0.0
CPV,Cabo Verde,2005,0.0
CRI,Costa Rica,1966,0.0038999999
CRI,Costa Rica,2010,0.0013
CRI,Costa Rica,1978,0.0102
CRI,Costa Rica,1967,0.0074
CRI,Costa Rica,1977,0.0068000001
CRI,Costa Rica,1965,0.0033
CRI,Costa Rica,2009,0.0014
CRI,Costa Rica,1970,0.0102
CRI,Costa Rica,1980,0.0077
CRI,Costa Rica,2018,0.0012000001
CRI,Costa Rica,1983,0.0052999998
CRI,Costa Rica,1996,0.0031000001
CRI,Costa Rica,1987,0.0066
CRI,Costa Rica,1982,0.0074
CRI,Costa Rica,1999,0.0020000001
CRI,Costa Rica,1981,0.0097000003
CRI,Costa Rica,1963,0.0055
CRI,Costa Rica,2006,0.0012000001
CRI,Costa Rica,2004,0.0015
CRI,Costa Rica,1990,0.0037
CRI,Costa Rica,2012,0.0014
CRI,Costa Rica,2015,0.0018
CRI,Costa Rica,2019,0.0019
CRI,Costa Rica,1985,0.0082999999
CRI,Costa Rica,2021,0.0023000001
CRI,Costa Rica,2011,0.0014
CRI,Costa Rica,1993,0.0043000001
CRI,Costa Rica,1991,0.0046999999
CRI,Costa Rica,2001,0.0020000001
CRI,Costa Rica,1995,0.003
CRI,Costa Rica,1994,0.0037
CRI,Costa Rica,2008,0.0012000001
CRI,Costa Rica,1971,0.0093999999
CRI,Costa Rica,2014,0.0015
CRI,Costa Rica,1975,0.0078999996
CRI,Costa Rica,2003,0.0017
CRI,Costa Rica,2005,0.0015
CRI,Costa Rica,2017,0.0015
CRI,Costa Rica,1989,0.0041
CRI,Costa Rica,1979,0.0117
CRI,Costa Rica,2002,0.0015
CRI,Costa Rica,2020,0.0023000001
CRI,Costa Rica,2013,0.0013
CRI,Costa Rica,1998,0.0016
CRI,Costa Rica,2016,0.0014
CRI,Costa Rica,1969,0.0083999997
CRI,Costa Rica,1984,0.0071999999
CRI,Costa Rica,1968,0.0093
CRI,Costa Rica,1974,0.0112
CRI,Costa Rica,1988,0.0049999999
CRI,Costa Rica,1992,0.0027000001
CRI,Costa Rica,1986,0.0088999998
CRI,Costa Rica,2007,0.0012000001
CRI,Costa Rica,1962,0.0037
CRI,Costa Rica,1964,0.0055
CRI,Costa Rica,1997,0.0019
CRI,Costa Rica,2000,0.0020999999
CRI,Costa Rica,1972,0.0080000004
CRI,Costa Rica,1976,0.0127
CRI,Costa Rica,1973,0.0077
CUB,Cuba,2003,0.0
CUB,Cuba,1964,0.0
CUB,Cuba,1966,0.0031999999
CUB,Cuba,2002,0.0
CUB,Cuba,1970,0.00039999999
CUB,Cuba,1967,0.003
CUB,Cuba,2005,0.0
CUB,Cuba,1968,0.0022
CUB,Cuba,1974,0.0
CUB,Cuba,1972,0.00019999999
CUB,Cuba,2004,0.0
CUB,Cuba,2000,0.0
CUB,Cuba,1999,0.0
CUB,Cuba,1987,0.0
CUB,Cuba,1989,0.0
CUB,Cuba,1965,0.00089999998
CUB,Cuba,1973,0.00019999999
CUB,Cuba,1971,0.00019999999
CUB,Cuba,1969,0.00089999998
CUW,Curazao,2011,0.0
